datetime,season,mask_shed,mask_up,Q_shed_kW,Q_up_kW,P_IT_kW,P_Cool_kW,P_Other_kW
2024-06-01 13:00:00,Summer,False,False,0.0,0.0,2325.2167682171444,278.7023423921194,619.7608893907359
2024-06-01 13:15:00,Summer,False,False,0.0,0.0,2303.473809167774,275.5206474163761,613.9655434158501
2024-06-01 13:30:00,Summer,False,False,0.0,0.0,2311.9076854192267,272.51881445049645,616.213500130277
2024-06-01 13:45:00,Summer,False,False,0.0,0.0,2311.254602782396,269.5059690626288,616.0394281549753
2024-06-01 14:00:00,Summer,False,False,0.0,0.0,2336.5253415960856,266.29959347871977,622.7750649251944
2024-06-01 14:15:00,Summer,False,False,0.0,0.0,2349.0693345334753,269.6121375465457,626.1185279199796
2024-06-01 14:30:00,Summer,False,False,0.0,0.0,2320.842952387314,272.7219506013008,618.5950970113848
2024-06-01 14:45:00,Summer,False,False,0.0,0.0,2313.856393030669,275.81070031363305,616.7329066556979
2024-06-01 15:00:00,Summer,False,False,0.0,0.0,2306.741858621419,279.06153541766,614.8366059609206
2024-06-01 15:15:00,Summer,False,False,0.0,0.0,2302.780220422409,272.5591045936112,613.7806749839797
2024-06-01 15:30:00,Summer,False,False,0.0,0.0,2310.8718197923145,266.15077863776634,615.9374015699192
2024-06-01 15:45:00,Summer,False,False,0.0,0.0,2335.5656683060165,259.8350571019344,622.519274592049
2024-06-01 16:00:00,Summer,False,False,0.0,0.0,2332.900606170638,253.610462161844,621.8089316675181
2024-06-01 16:15:00,Summer,False,False,0.0,0.0,2339.2263813238296,255.19862139592544,623.4949972802453
2024-06-01 16:30:00,Summer,False,False,0.0,0.0,2312.4354252408543,256.4904113988042,616.354163360342
2024-06-01 16:45:00,Summer,False,False,0.0,0.0,2293.178351792018,257.8402454275763,611.221402780405
2024-06-01 17:00:00,Summer,False,False,0.0,0.0,2298.410216543652,258.8938848181951,612.6158986381529
2024-06-01 17:15:00,Summer,False,False,0.0,0.0,2306.355446185428,258.43094182749286,614.7336119870791
2024-06-01 17:30:00,Summer,False,False,0.0,0.0,2309.91042913473,257.7684173738701,615.6811534913999
2024-06-01 17:45:00,Summer,False,False,0.0,0.0,2316.5114987140646,257.0879054881928,617.4405957977425
2024-06-01 18:00:00,Summer,False,False,0.0,0.0,2321.4663230695824,256.57242733758625,618.7612495928315
2024-06-01 18:15:00,Summer,False,False,0.0,0.0,2318.6488404353054,252.46087889963343,618.0102806650609
