datetime,season,n_intervals,active_ratio_shed,active_ratio_up,Q_shed_kW,Q_up_kW,E_shed_kWh,E_up_kWh,SMP_hourly,is_event_shed,is_event_up
2024-06-01 00:00:00,Summer,3,0.0,0.0,0.0,0.0,0.0,0.0,100.33,False,False
2024-06-01 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,93.74,False,False
2024-06-01 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,90.02,False,False
2024-06-01 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,86.94,False,False
2024-06-01 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,90.24,False,False
2024-06-01 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,90.24,False,False
2024-06-01 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,90.24,False,False
2024-06-01 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,94.29,False,False
2024-06-01 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,107.7,False,False
2024-06-01 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,145.67,False,False
2024-06-01 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,143.72,False,False
2024-06-01 11:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,118.73,False,False
2024-06-01 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,144.14,False,False
2024-06-01 13:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,120.85,False,False
2024-06-01 14:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,106.06,False,False
2024-06-01 15:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,105.91,False,False
2024-06-01 16:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.73,False,False
2024-06-01 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.45,False,False
2024-06-01 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,122.45,False,False
2024-06-01 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,124.3,False,False
2024-06-01 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,125.6,False,False
2024-06-01 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,103.74,False,False
2024-06-01 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,103.74,False,False
2024-06-01 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,100.42,False,False
2024-06-02 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,88.88,False,False
2024-06-02 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,81.26,False,False
2024-06-02 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,81.2,False,False
2024-06-02 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,81.2,False,False
2024-06-02 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,87.57,False,False
2024-06-02 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,91.24,False,False
2024-06-02 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,87.57,False,False
2024-06-02 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,78.27,False,False
2024-06-02 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,40.16,False,False
2024-06-02 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,87.57,False,False
2024-06-02 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,88.51,False,False
2024-06-02 11:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,94.68,False,False
2024-06-02 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,100.08,False,False
2024-06-02 13:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.57,False,False
2024-06-02 14:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,104.08,False,False
2024-06-02 15:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,104.08,False,False
2024-06-02 16:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,109.83,False,False
2024-06-02 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.94,False,False
2024-06-02 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,103.6,False,False
2024-06-02 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,104.78,False,False
2024-06-02 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.85,False,False
2024-06-02 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,104.2,False,False
2024-06-02 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,103.36,False,False
2024-06-02 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,100.08,False,False
2024-06-03 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,87.32,False,False
2024-06-03 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,90.06,False,False
2024-06-03 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,80.89,False,False
2024-06-03 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,80.89,False,False
2024-06-03 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,80.89,False,False
2024-06-03 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,87.32,False,False
2024-06-03 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,97.58,False,False
2024-06-03 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.53,False,False
2024-06-03 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.74,False,False
2024-06-03 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,139.78,False,False
2024-06-03 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,151.14,False,False
2024-06-03 11:00:00,Summer,4,1.0,0.0,1545.5097227820784,0.0,1545.5097227820784,0.0,135.55,True,False
2024-06-03 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.78,False,False
2024-06-03 13:00:00,Summer,4,1.0,0.0,1543.7816703298872,0.0,1543.7816703298872,0.0,135.82,True,False
2024-06-03 14:00:00,Summer,4,1.0,0.0,1567.6611744765637,0.0,1567.6611744765637,0.0,140.62,True,False
2024-06-03 15:00:00,Summer,4,1.0,0.0,1569.2577184273111,0.0,1569.2577184273111,0.0,136.56,True,False
2024-06-03 16:00:00,Summer,4,1.0,0.0,1569.5773208082855,0.0,1569.5773208082855,0.0,150.63,True,False
2024-06-03 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.59,False,False
2024-06-03 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.59,False,False
2024-06-03 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.94,False,False
2024-06-03 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.13,False,False
2024-06-03 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.71,False,False
2024-06-03 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.47,False,False
2024-06-03 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,123.12,False,False
2024-06-04 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,112.69,False,False
2024-06-04 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,109.67,False,False
2024-06-04 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,111.25,False,False
2024-06-04 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.09,False,False
2024-06-04 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,111.38,False,False
2024-06-04 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,109.67,False,False
2024-06-04 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,112.47,False,False
2024-06-04 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.45,False,False
2024-06-04 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.34,False,False
2024-06-04 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.69,False,False
2024-06-04 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,169.16,False,False
2024-06-04 11:00:00,Summer,4,1.0,0.0,1575.9364332918403,0.0,1575.9364332918403,0.0,138.63,True,False
2024-06-04 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.27,False,False
2024-06-04 13:00:00,Summer,4,1.0,0.0,1567.5484830379517,0.0,1567.5484830379517,0.0,138.59,True,False
2024-06-04 14:00:00,Summer,4,1.0,0.0,1567.025458041056,0.0,1567.025458041056,0.0,138.59,True,False
2024-06-04 15:00:00,Summer,4,1.0,0.0,1567.4035546613682,0.0,1567.4035546613682,0.0,138.6,True,False
2024-06-04 16:00:00,Summer,4,1.0,0.0,1566.3826730659234,0.0,1566.3826730659234,0.0,147.03,True,False
2024-06-04 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.9,False,False
2024-06-04 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.76,False,False
2024-06-04 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.79,False,False
2024-06-04 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.8,False,False
2024-06-04 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.77,False,False
2024-06-04 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,133.02,False,False
2024-06-04 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,133.25,False,False
2024-06-05 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,122.6,False,False
2024-06-05 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,112.51,False,False
2024-06-05 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,111.54,False,False
2024-06-05 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,105.41,False,False
2024-06-05 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,105.41,False,False
2024-06-05 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,105.41,False,False
2024-06-05 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,117.54,False,False
2024-06-05 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,131.57,False,False
2024-06-05 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.53,False,False
2024-06-05 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,142.27,False,False
2024-06-05 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,142.59,False,False
2024-06-05 11:00:00,Summer,4,1.0,0.0,1561.4477274754443,0.0,1561.4477274754443,0.0,136.85,True,False
2024-06-05 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,129.98,False,False
2024-06-05 13:00:00,Summer,4,1.0,0.0,1561.6629406933857,0.0,1561.6629406933857,0.0,136.75,True,False
2024-06-05 14:00:00,Summer,4,1.0,0.0,1563.1699996601487,0.0,1563.1699996601487,0.0,142.15,True,False
2024-06-05 15:00:00,Summer,4,1.0,0.0,1563.697606413732,0.0,1563.697606413732,0.0,142.18,True,False
2024-06-05 16:00:00,Summer,4,1.0,0.0,1563.4034042121377,0.0,1563.4034042121377,0.0,146.39,True,False
2024-06-05 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.83,False,False
2024-06-05 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.83,False,False
2024-06-05 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.84,False,False
2024-06-05 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.84,False,False
2024-06-05 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.64,False,False
2024-06-05 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.73,False,False
2024-06-05 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.47,False,False
2024-06-06 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.0,False,False
2024-06-06 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.58,False,False
2024-06-06 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.53,False,False
2024-06-06 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,112.35,False,False
2024-06-06 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.52,False,False
2024-06-06 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,109.49,False,False
2024-06-06 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.54,False,False
2024-06-06 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,109.49,False,False
2024-06-06 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,133.24,False,False
2024-06-06 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.22,False,False
2024-06-06 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.87,False,False
2024-06-06 11:00:00,Summer,4,1.0,0.0,1538.7912127580237,0.0,1538.7912127580237,0.0,138.91,True,False
2024-06-06 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.89,False,False
2024-06-06 13:00:00,Summer,4,1.0,0.0,1541.7744442508613,0.0,1541.7744442508613,0.0,142.79,True,False
2024-06-06 14:00:00,Summer,4,1.0,0.0,1543.8533793604772,0.0,1543.8533793604772,0.0,142.78,True,False
2024-06-06 15:00:00,Summer,4,1.0,0.0,1541.73220474949,0.0,1541.73220474949,0.0,139.25,True,False
2024-06-06 16:00:00,Summer,4,1.0,0.0,1543.7483434230776,0.0,1543.7483434230776,0.0,138.44,True,False
2024-06-06 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.39,False,False
2024-06-06 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.47,False,False
2024-06-06 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.92,False,False
2024-06-06 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,139.2,False,False
2024-06-06 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.5,False,False
2024-06-06 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.25,False,False
2024-06-06 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,133.34,False,False
2024-06-07 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,117.55,False,False
2024-06-07 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,95.83,False,False
2024-06-07 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,95.82,False,False
2024-06-07 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,89.39,False,False
2024-06-07 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,89.39,False,False
2024-06-07 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,96.55,False,False
2024-06-07 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,108.29,False,False
2024-06-07 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,114.28,False,False
2024-06-07 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.7,False,False
2024-06-07 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,142.76,False,False
2024-06-07 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,137.51,False,False
2024-06-07 11:00:00,Summer,4,1.0,0.0,1560.4049419072194,0.0,1560.4049419072194,0.0,137.07,True,False
2024-06-07 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.59,False,False
2024-06-07 13:00:00,Summer,4,1.0,0.0,1561.0838521282244,0.0,1561.0838521282244,0.0,143.94,True,False
2024-06-07 14:00:00,Summer,4,1.0,0.0,1563.9902428595226,0.0,1563.9902428595226,0.0,144.09,True,False
2024-06-07 15:00:00,Summer,4,1.0,0.0,1563.8828945414475,0.0,1563.8828945414475,0.0,137.79,True,False
2024-06-07 16:00:00,Summer,4,1.0,0.0,1566.091820804478,0.0,1566.091820804478,0.0,137.79,True,False
2024-06-07 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.58,False,False
2024-06-07 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.82,False,False
2024-06-07 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.82,False,False
2024-06-07 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.82,False,False
2024-06-07 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.77,False,False
2024-06-07 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,131.86,False,False
2024-06-07 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,131.9,False,False
2024-06-08 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,137.83,False,False
2024-06-08 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.78,False,False
2024-06-08 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,114.67,False,False
2024-06-08 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,98.73,False,False
2024-06-08 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,98.73,False,False
2024-06-08 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,98.73,False,False
2024-06-08 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,108.67,False,False
2024-06-08 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,98.73,False,False
2024-06-08 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,126.39,False,False
2024-06-08 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,126.39,False,False
2024-06-08 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,140.91,False,False
2024-06-08 11:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,142.39,False,False
2024-06-08 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,140.46,False,False
2024-06-08 13:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,126.39,False,False
2024-06-08 14:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.14,False,False
2024-06-08 15:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.1,False,False
2024-06-08 16:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.11,False,False
2024-06-08 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.11,False,False
2024-06-08 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.11,False,False
2024-06-08 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,140.45,False,False
2024-06-08 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.31,False,False
2024-06-08 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.14,False,False
2024-06-08 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.14,False,False
2024-06-08 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.13,False,False
2024-06-09 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,98.85,False,False
2024-06-09 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,87.57,False,False
2024-06-09 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,87.57,False,False
2024-06-09 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,81.77,False,False
2024-06-09 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,83.03,False,False
2024-06-09 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,81.76,False,False
2024-06-09 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,81.76,False,False
2024-06-09 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,84.81,False,False
2024-06-09 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,97.4,False,False
2024-06-09 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,104.34,False,False
2024-06-09 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,120.74,False,False
2024-06-09 11:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,145.66,False,False
2024-06-09 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,120.16,False,False
2024-06-09 13:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,120.16,False,False
2024-06-09 14:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,120.16,False,False
2024-06-09 15:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,116.86,False,False
2024-06-09 16:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,120.16,False,False
2024-06-09 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,120.79,False,False
2024-06-09 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,120.73,False,False
2024-06-09 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,139.75,False,False
2024-06-09 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,152.67,False,False
2024-06-09 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.04,False,False
2024-06-09 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,110.95,False,False
2024-06-09 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,100.39,False,False
2024-06-10 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,108.29,False,False
2024-06-10 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,92.67,False,False
2024-06-10 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,91.48,False,False
2024-06-10 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,80.89,False,False
2024-06-10 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,80.89,False,False
2024-06-10 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,91.57,False,False
2024-06-10 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,108.23,False,False
2024-06-10 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,114.34,False,False
2024-06-10 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.14,False,False
2024-06-10 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,139.69,False,False
2024-06-10 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,141.14,False,False
2024-06-10 11:00:00,Summer,4,1.0,0.0,1560.7119233263656,0.0,1560.7119233263656,0.0,139.69,True,False
2024-06-10 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.18,False,False
2024-06-10 13:00:00,Summer,4,1.0,0.0,1564.3897166502784,0.0,1564.3897166502784,0.0,141.92,True,False
2024-06-10 14:00:00,Summer,4,1.0,0.0,1568.4289907382386,0.0,1568.4289907382386,0.0,143.08,True,False
2024-06-10 15:00:00,Summer,4,1.0,0.0,1569.265177312411,0.0,1569.265177312411,0.0,143.08,True,False
2024-06-10 16:00:00,Summer,4,1.0,0.0,1561.094375569546,0.0,1561.094375569546,0.0,142.16,True,False
2024-06-10 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,141.16,False,False
2024-06-10 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.86,False,False
2024-06-10 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,133.03,False,False
2024-06-10 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.99,False,False
2024-06-10 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.96,False,False
2024-06-10 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.41,False,False
2024-06-10 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,130.81,False,False
2024-06-11 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,116.05,False,False
2024-06-11 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,109.0,False,False
2024-06-11 02:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,107.84,False,False
2024-06-11 03:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,88.71,False,False
2024-06-11 04:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,88.71,False,False
2024-06-11 05:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,88.71,False,False
2024-06-11 06:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,107.84,False,False
2024-06-11 07:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,126.19,False,False
2024-06-11 08:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.73,False,False
2024-06-11 09:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,139.71,False,False
2024-06-11 10:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,140.09,False,False
2024-06-11 11:00:00,Summer,4,1.0,0.0,1564.647780960115,0.0,1564.647780960115,0.0,140.09,True,False
2024-06-11 12:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,134.41,False,False
2024-06-11 13:00:00,Summer,4,1.0,0.0,1568.4821687856893,0.0,1568.4821687856893,0.0,140.05,True,False
2024-06-11 14:00:00,Summer,4,1.0,0.0,1567.5177251898726,0.0,1567.5177251898726,0.0,139.57,True,False
2024-06-11 15:00:00,Summer,4,1.0,0.0,1567.8193247105314,0.0,1567.8193247105314,0.0,139.79,True,False
2024-06-11 16:00:00,Summer,4,1.0,0.0,1568.319039532132,0.0,1568.319039532132,0.0,138.07,True,False
2024-06-11 17:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.07,False,False
2024-06-11 18:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,145.36,False,False
2024-06-11 19:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.09,False,False
2024-06-11 20:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.25,False,False
2024-06-11 21:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,138.07,False,False
2024-06-11 22:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,136.32,False,False
2024-06-11 23:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,132.86,False,False
2024-06-12 00:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.43,False,False
2024-06-12 01:00:00,Summer,4,0.0,0.0,0.0,0.0,0.0,0.0,135.38,False,False
