no,date,hour,minute,measured_kWh,realtime_kWh
10749,20240920,23,15,876.48,875.52
10750,20240920,23,30,876.48,877.44
10751,20240920,23,45,878.40,877.44
10752,20240921,0,0,911.52,911.04
10753,20240921,0,15,944.64,944.64
10754,20240921,0,30,948.00,948.48
10755,20240921,0,45,957.12,956.16
10756,20240921,1,0,946.56,946.56
10757,20240921,1,15,955.68,956.16
10758,20240921,1,30,953.76,954.24
10759,20240921,1,45,946.08,946.56
10760,20240921,2,0,936.48,935.04
10761,20240921,2,15,948.96,948.48
10762,20240921,2,30,949.92,950.40
10763,20240921,2,45,950.40,950.40
10764,20240921,3,0,939.84,940.80
10765,20240921,3,15,932.16,931.20
10766,20240921,3,30,937.44,938.88
10767,20240921,3,45,937.44,936.96
10768,20240921,4,0,943.20,942.72
10769,20240921,4,15,940.32,940.80
10770,20240921,4,30,945.12,944.64
10771,20240921,4,45,935.52,935.04
10772,20240921,5,0,939.84,940.80
10773,20240921,5,15,932.64,933.12
10774,20240921,5,30,944.16,942.72
10775,20240921,5,45,936.48,936.96
10776,20240921,6,0,932.16,933.12
10777,20240921,6,15,946.08,944.64
10778,20240921,6,30,930.72,931.20
10779,20240921,6,45,936.96,936.96
10780,20240921,7,0,941.76,940.80
10781,20240921,7,15,936.96,938.88
10782,20240921,7,30,924.48,923.52
10783,20240921,7,45,947.52,946.56
10784,20240921,8,0,935.04,935.04
10785,20240921,8,15,935.52,936.96
10786,20240921,8,30,936.00,935.04
10787,20240921,8,45,936.96,936.96
10788,20240921,9,0,928.80,929.28
10789,20240921,9,15,936.48,936.96
10790,20240921,9,30,931.20,931.20
10791,20240921,9,45,930.24,929.28
10792,20240921,10,0,934.56,935.04
10793,20240921,10,15,938.88,938.88
10794,20240921,10,30,930.72,931.20
10795,20240921,10,45,939.36,938.88
10796,20240921,11,0,943.68,942.72
10797,20240921,11,15,932.16,933.12
10798,20240921,11,30,939.84,938.88
10799,20240921,11,45,930.72,931.20
10800,20240921,12,0,928.80,929.28
10801,20240921,12,15,935.52,935.04
10802,20240921,12,30,937.92,938.88
10803,20240921,12,45,940.32,938.88
10804,20240921,13,0,933.12,933.12
10805,20240921,13,15,935.52,936.96
10806,20240921,13,30,944.16,942.72
10807,20240921,13,45,946.08,946.56
10808,20240921,14,0,944.16,944.64
10809,20240921,14,15,942.72,942.72
10810,20240921,14,30,943.20,942.72
10811,20240921,14,45,935.04,935.04
10812,20240921,15,0,938.40,938.88
10813,20240921,15,15,939.36,938.88
10814,20240921,15,30,940.80,940.80
10815,20240921,15,45,946.56,946.56
10816,20240921,16,0,942.72,942.72
10817,20240921,16,15,941.76,942.72
10818,20240921,16,30,944.64,944.64
10819,20240921,16,45,937.92,936.96
10820,20240921,17,0,934.08,935.04
10821,20240921,17,15,935.04,935.04
10822,20240921,17,30,943.20,942.72
10823,20240921,17,45,938.88,938.88
10824,20240921,18,0,945.12,944.64
10825,20240921,18,15,939.84,940.80
10826,20240921,18,30,948.00,946.56
10827,20240921,18,45,948.96,950.40
10828,20240921,19,0,945.12,944.64
10829,20240921,19,15,958.08,958.08
10830,20240921,19,30,955.68,956.16
10831,20240921,19,45,953.28,952.32
10832,20240921,20,0,952.32,952.32
10833,20240921,20,15,937.92,938.88
10834,20240921,20,30,937.44,936.96
10835,20240921,20,45,943.68,944.64
10836,20240921,21,0,948.96,948.48
10837,20240921,21,15,949.44,948.48
10838,20240921,21,30,941.28,942.72
10839,20240921,21,45,950.40,948.48
10840,20240921,22,0,948.48,950.40
10841,20240921,22,15,947.04,946.56
10842,20240921,22,30,947.52,946.56
10843,20240921,22,45,936.96,936.96
10844,20240921,23,0,942.72,942.72
10845,20240921,23,15,946.08,946.56
10846,20240921,23,30,929.28,929.28
10847,20240921,23,45,938.88,938.88
10848,20240922,0,0,942.96,942.72
10849,20240922,0,15,947.04,946.56
10850,20240922,0,30,943.68,944.64
10851,20240922,0,45,945.60,944.64
10852,20240922,1,0,946.08,946.56
10853,20240922,1,15,949.44,950.40
10854,20240922,1,30,943.20,942.72
10855,20240922,1,45,946.56,946.56
10856,20240922,2,0,940.32,940.80
10857,20240922,2,15,936.96,936.96
10858,20240922,2,30,936.96,935.04
10859,20240922,2,45,937.44,938.88
10860,20240922,3,0,937.44,936.96
10861,20240922,3,15,936.96,936.96
10862,20240922,3,30,939.36,938.88
10863,20240922,3,45,941.76,942.72
10864,20240922,4,0,944.16,942.72
10865,20240922,4,15,934.56,935.04
10866,20240922,4,30,931.20,931.20
10867,20240922,4,45,930.72,931.20
10868,20240922,5,0,936.48,936.96
10869,20240922,5,15,915.84,915.84
10870,20240922,5,30,931.20,931.20
10871,20240922,5,45,943.20,942.72
10872,20240922,6,0,931.20,931.20
10873,20240922,6,15,943.20,942.72
10874,20240922,6,30,932.16,933.12
10875,20240922,6,45,927.36,927.36
10876,20240922,7,0,934.56,933.12
10877,20240922,7,15,928.32,929.28
10878,20240922,7,30,932.16,933.12
10879,20240922,7,45,935.04,935.04
10880,20240922,8,0,924.00,923.52
10881,20240922,8,15,925.92,925.44
10882,20240922,8,30,936.48,936.96
10883,20240922,8,45,933.60,933.12
10884,20240922,9,0,933.12,933.12
10885,20240922,9,15,937.44,936.96
10886,20240922,9,30,937.44,936.96
10887,20240922,9,45,930.24,931.20
10888,20240922,10,0,935.52,935.04
10889,20240922,10,15,922.08,921.60
10890,20240922,10,30,928.80,929.28
10891,20240922,10,45,925.44,925.44
10892,20240922,11,0,924.48,925.44
10893,20240922,11,15,930.24,929.28
10894,20240922,11,30,943.68,944.64
10895,20240922,11,45,926.40,925.44
10896,20240922,12,0,931.20,931.20
10897,20240922,12,15,928.32,929.28
10898,20240922,12,30,933.60,933.12
10899,20240922,12,45,929.28,929.28
10900,20240922,13,0,916.80,917.76
10901,20240922,13,15,932.64,931.20
10902,20240922,13,30,932.64,933.12
10903,20240922,13,45,932.64,933.12
10904,20240922,14,0,923.04,921.60
10905,20240922,14,15,943.20,944.64
10906,20240922,14,30,937.92,936.96
10907,20240922,14,45,938.40,938.88
10908,20240922,15,0,939.84,938.88
10909,20240922,15,15,946.56,948.48
10910,20240922,15,30,954.24,954.24
10911,20240922,15,45,949.92,948.48
10912,20240922,16,0,951.84,952.32
10913,20240922,16,15,950.88,950.40
10914,20240922,16,30,948.96,948.48
10915,20240922,16,45,934.56,935.04
10916,20240922,17,0,948.00,948.48
10917,20240922,17,15,954.72,954.24
10918,20240922,17,30,946.08,946.56
10919,20240922,17,45,948.48,948.48
10920,20240922,18,0,942.72,942.72
10921,20240922,18,15,946.56,946.56
10922,20240922,18,30,943.68,944.64
10923,20240922,18,45,939.36,938.88
10924,20240922,19,0,946.56,946.56
10925,20240922,19,15,945.60,944.64
10926,20240922,19,30,946.08,946.56
10927,20240922,19,45,936.00,935.04
10928,20240922,20,0,934.56,935.04
10929,20240922,20,15,942.72,942.72
10930,20240922,20,30,937.44,938.88
10931,20240922,20,45,944.64,944.64
10932,20240922,21,0,942.72,940.80
10933,20240922,21,15,934.08,935.04
10934,20240922,21,30,936.48,936.96
10935,20240922,21,45,931.20,931.20
10936,20240922,22,0,938.88,938.88
10937,20240922,22,15,933.12,933.12
10938,20240922,22,30,924.96,923.52
10939,20240922,22,45,936.48,875.52
10940,20240922,23,0,927.84,929.28
10941,20240922,23,15,926.88,925.44
10942,20240922,23,30,934.56,935.04
10943,20240922,23,45,928.80,929.28
10944,20240923,0,0,928.80,928.32
10945,20240923,0,15,928.80,927.36
10946,20240923,0,30,926.88,927.36
10947,20240923,0,45,934.08,935.04
10948,20240923,1,0,922.56,921.60
10949,20240923,1,15,929.76,929.28
10950,20240923,1,30,924.00,923.52
10951,20240923,1,45,932.16,933.12
10952,20240923,2,0,929.76,929.28
10953,20240923,2,15,929.28,929.28
10954,20240923,2,30,926.88,927.36
10955,20240923,2,45,924.96,925.44
10956,20240923,3,0,919.68,919.68
10957,20240923,3,15,927.84,927.36
10958,20240923,3,30,923.52,923.52
10959,20240923,3,45,925.44,925.44
10960,20240923,4,0,924.96,925.44
10961,20240923,4,15,916.80,915.84
10962,20240923,4,30,912.00,912.00
10963,20240923,4,45,924.48,925.44
10964,20240923,5,0,922.56,921.60
10965,20240923,5,15,920.16,921.60
10966,20240923,5,30,919.20,917.76
10967,20240923,5,45,921.12,921.60
10968,20240923,6,0,925.44,925.44
10969,20240923,6,15,936.00,935.04
10970,20240923,6,30,928.32,929.28
10971,20240923,6,45,936.00,936.96
10972,20240923,7,0,948.48,946.56
10973,20240923,7,15,950.40,952.32
10974,20240923,7,30,961.92,961.92
10975,20240923,7,45,1003.68,1002.24
10976,20240923,8,0,1005.60,1006.08
10977,20240923,8,15,1012.80,1013.76
10978,20240923,8,30,1012.32,1011.84
10979,20240923,8,45,1010.88,1009.92
10980,20240923,9,0,1000.80,1000.32
10981,20240923,9,15,940.80,942.72
10982,20240923,9,30,905.28,904.32
10983,20240923,9,45,906.24,906.24
10984,20240923,10,0,910.08,910.08
10985,20240923,10,15,908.64,908.16
10986,20240923,10,30,914.40,915.84
10987,20240923,10,45,912.48,912.00
10988,20240923,11,0,926.40,925.44
10989,20240923,11,15,916.32,917.76
10990,20240923,11,30,922.56,921.60
10991,20240923,11,45,917.28,917.76
10992,20240923,12,0,909.60,908.16
10993,20240923,12,15,907.68,908.16
10994,20240923,12,30,905.76,906.24
10995,20240923,12,45,909.12,908.16
10996,20240923,13,0,928.80,929.28
10997,20240923,13,15,943.20,942.72
10998,20240923,13,30,920.64,921.60
10999,20240923,13,45,912.48,912.00
11000,20240923,14,0,912.48,912.00
11001,20240923,14,15,923.52,923.52
11002,20240923,14,30,923.52,925.44
11003,20240923,14,45,917.28,915.84
11004,20240923,15,0,924.96,925.44
11005,20240923,15,15,923.04,923.52
11006,20240923,15,30,922.56,921.60
11007,20240923,15,45,924.48,925.44
11008,20240923,16,0,922.56,921.60
11009,20240923,16,15,919.68,919.68
11010,20240923,16,30,930.72,931.20
11011,20240923,16,45,921.12,921.60
11012,20240923,17,0,917.28,917.76
11013,20240923,17,15,922.56,921.60
11014,20240923,17,30,906.72,906.24
11015,20240923,17,45,888.00,888.96
11016,20240923,18,0,877.92,877.44
11017,20240923,18,15,890.40,890.88
11018,20240923,18,30,855.36,854.40
11019,20240923,18,45,859.20,860.16
11020,20240923,19,0,858.24,858.24
11021,20240923,19,15,862.56,862.08
11022,20240923,19,30,878.40,879.36
11023,20240923,19,45,873.60,873.60
11024,20240923,20,0,895.20,894.72
11025,20240923,20,15,894.24,892.80
11026,20240923,20,30,894.72,894.72
11027,20240923,20,45,969.12,969.60
11028,20240923,21,0,966.24,965.76
11029,20240923,21,15,952.80,954.24
11030,20240923,21,30,958.56,958.08
11031,20240923,21,45,1000.80,1000.32
11032,20240923,22,0,978.24,979.20
11033,20240923,22,15,984.00,983.04
11034,20240923,22,30,995.52,996.48
11035,20240923,22,45,983.04,983.04
11036,20240923,23,0,975.36,975.36
11037,20240923,23,15,979.68,979.20
11038,20240923,23,30,977.28,977.28
11039,20240923,23,45,969.60,969.60
11040,20240924,0,0,969.12,969.60
11041,20240924,0,15,968.64,969.60
11042,20240924,0,30,960.48,960.00
11043,20240924,0,45,985.44,986.88
11044,20240924,1,0,980.64,979.20
11045,20240924,1,15,979.68,979.20
11046,20240924,1,30,992.64,992.64
11047,20240924,1,45,976.32,977.28
11048,20240924,2,0,973.44,973.44
11049,20240924,2,15,934.56,935.04
11050,20240924,2,30,827.52,827.52
11051,20240924,2,45,828.00,827.52
11052,20240924,3,0,825.60,825.60
11053,20240924,3,15,820.80,821.76
11054,20240924,3,30,824.64,823.68
11055,20240924,3,45,818.40,817.92
11056,20240924,4,0,822.24,821.76
11057,20240924,4,15,826.56,827.52
11058,20240924,4,30,818.88,817.92
11059,20240924,4,45,819.36,819.84
11060,20240924,5,0,819.84,819.84
11061,20240924,5,15,817.44,817.92
11062,20240924,5,30,823.20,823.68
11063,20240924,5,45,829.44,829.44
11064,20240924,6,0,824.64,823.68
11065,20240924,6,15,831.36,831.36
11066,20240924,6,30,827.52,827.52
11067,20240924,6,45,841.44,842.88
11068,20240924,7,0,856.32,854.40
11069,20240924,7,15,976.32,977.28
11070,20240924,7,30,922.08,921.60
11071,20240924,7,45,885.60,885.12
11072,20240924,8,0,934.08,935.04
11073,20240924,8,15,1005.60,1006.08
11074,20240924,8,30,1010.88,1009.92
11075,20240924,8,45,963.36,963.84
11076,20240924,9,0,890.40,890.88
11077,20240924,9,15,901.44,900.48
11078,20240924,9,30,1032.00,1032.96
11079,20240924,9,45,1019.52,1019.52
11080,20240924,10,0,991.68,990.72
11081,20240924,10,15,954.24,954.24
11082,20240924,10,30,1034.88,1034.88
11083,20240924,10,45,1073.28,1073.28
11084,20240924,11,0,1032.96,1032.96
11085,20240924,11,15,1064.16,1065.60
11086,20240924,11,30,1045.92,1044.48
11087,20240924,11,45,1068.96,1069.44
11088,20240924,12,0,1041.12,1040.64
11089,20240924,12,15,1029.60,1029.12
11090,20240924,12,30,1077.12,1079.04
11091,20240924,12,45,992.64,992.64
11092,20240924,13,0,912.00,910.08
11093,20240924,13,15,923.04,923.52
11094,20240924,13,30,1048.32,1048.32
11095,20240924,13,45,1025.28,1025.28
11096,20240924,14,0,1016.64,1017.60
11097,20240924,14,15,1068.96,1069.44
11098,20240924,14,30,1045.92,1044.48
11099,20240924,14,45,1049.28,1050.24
11100,20240924,15,0,1008.48,1008.00
11101,20240924,15,15,1080.96,1080.96
11102,20240924,15,30,961.92,961.92
11103,20240924,15,45,1086.72,1086.72
11104,20240924,16,0,1032.48,1032.96
11105,20240924,16,15,1087.68,1086.72
11106,20240924,16,30,992.64,992.64
11107,20240924,16,45,925.92,927.36
11108,20240924,17,0,925.44,923.52
11109,20240924,17,15,924.96,925.44
11110,20240924,17,30,946.56,946.56
11111,20240924,17,45,1070.88,1071.36
11112,20240924,18,0,1015.68,1015.68
11113,20240924,18,15,1011.36,1011.84
11114,20240924,18,30,987.36,986.88
11115,20240924,18,45,1014.24,1013.76
11116,20240924,19,0,894.72,894.72
11117,20240924,19,15,872.64,873.60
11118,20240924,19,30,849.60,848.64
11119,20240924,19,45,851.04,850.56
11120,20240924,20,0,873.60,873.60
11121,20240924,20,15,843.84,844.80
11122,20240924,20,30,842.40,842.88
11123,20240924,20,45,843.36,842.88
11124,20240924,21,0,849.12,848.64
11125,20240924,21,15,867.36,867.84
11126,20240924,21,30,872.64,871.68
11127,20240924,21,45,865.44,865.92
11128,20240924,22,0,934.08,935.04
11129,20240924,22,15,934.08,933.12
11130,20240924,22,30,934.08,935.04
11131,20240924,22,45,929.76,929.28
11132,20240924,23,0,936.48,936.96
11133,20240924,23,15,932.16,931.20
11134,20240924,23,30,934.56,935.04
11135,20240924,23,45,929.76,929.28
11136,20240925,0,0,931.92,932.16
11137,20240925,0,15,934.08,935.04
11138,20240925,0,30,940.32,877.44
11139,20240925,0,45,923.52,923.52
11140,20240925,1,0,940.80,940.80
11141,20240925,1,15,936.00,936.96
11142,20240925,1,30,933.60,933.12
11143,20240925,1,45,925.92,925.44
11144,20240925,2,0,936.00,936.96
11145,20240925,2,15,934.08,933.12
11146,20240925,2,30,931.20,931.20
11147,20240925,2,45,928.80,929.28
11148,20240925,3,0,929.28,929.28
11149,20240925,3,15,933.12,933.12
11150,20240925,3,30,926.88,927.36
11151,20240925,3,45,924.96,923.52
11152,20240925,4,0,930.72,931.20
11153,20240925,4,15,928.32,929.28
11154,20240925,4,30,923.04,923.52
11155,20240925,4,45,919.68,919.68
11156,20240925,5,0,918.24,917.76
11157,20240925,5,15,930.24,929.28
11158,20240925,5,30,933.60,933.12
11159,20240925,5,45,938.88,938.88
11160,20240925,6,0,935.52,936.96
11161,20240925,6,15,945.12,944.64
11162,20240925,6,30,930.72,931.20
11163,20240925,6,45,940.32,940.80
11164,20240925,7,0,944.64,944.64
11165,20240925,7,15,964.32,963.84
11166,20240925,7,30,967.20,965.76
11167,20240925,7,45,976.80,977.28
11168,20240925,8,0,983.04,983.04
11169,20240925,8,15,988.80,988.80
11170,20240925,8,30,991.20,990.72
11171,20240925,8,45,988.32,988.80
11172,20240925,9,0,996.48,996.48
11173,20240925,9,15,1001.28,1002.24
11174,20240925,9,30,1005.60,1006.08
11175,20240925,9,45,1017.60,1017.60
11176,20240925,10,0,1018.56,1017.60
11177,20240925,10,15,1025.76,1025.28
11178,20240925,10,30,1001.76,1002.24
11179,20240925,10,45,995.52,996.48
11180,20240925,11,0,990.72,990.72
11181,20240925,11,15,1013.76,1011.84
11182,20240925,11,30,1020.00,1021.44
11183,20240925,11,45,1030.56,1029.12
11184,20240925,12,0,1022.88,1023.36
11185,20240925,12,15,1011.84,1011.84
11186,20240925,12,30,1028.16,1029.12
11187,20240925,12,45,1017.60,1017.60
11188,20240925,13,0,1003.20,1002.24
11189,20240925,13,15,1010.40,1009.92
11190,20240925,13,30,999.36,1000.32
11191,20240925,13,45,996.96,996.48
11192,20240925,14,0,1003.68,1004.16
11193,20240925,14,15,1018.56,1017.60
11194,20240925,14,30,1008.96,1009.92
11195,20240925,14,45,1018.08,1017.60
11196,20240925,15,0,1009.44,1009.92
11197,20240925,15,15,1005.60,1006.08
11198,20240925,15,30,1013.28,1013.76
11199,20240925,15,45,1012.32,1011.84
11200,20240925,16,0,1015.20,1015.68
11201,20240925,16,15,1019.52,1017.60
11202,20240925,16,30,1011.84,1013.76
11203,20240925,16,45,1017.60,1015.68
11204,20240925,17,0,1020.96,1021.44
11205,20240925,17,15,1020.00,1019.52
11206,20240925,17,30,1011.84,1013.76
11207,20240925,17,45,1006.08,1004.16
11208,20240925,18,0,996.00,996.48
11209,20240925,18,15,964.80,965.76
11210,20240925,18,30,964.80,963.84
11211,20240925,18,45,960.00,960.00
11212,20240925,19,0,956.64,956.16
11213,20240925,19,15,960.48,961.92
11214,20240925,19,30,961.44,961.92
11215,20240925,19,45,954.24,954.24
11216,20240925,20,0,951.84,950.40
11217,20240925,20,15,952.32,952.32
11218,20240925,20,30,943.20,942.72
11219,20240925,20,45,939.84,940.80
11220,20240925,21,0,943.20,942.72
11221,20240925,21,15,943.20,942.72
11222,20240925,21,30,950.40,952.32
11223,20240925,21,45,944.16,942.72
11224,20240925,22,0,940.32,940.80
11225,20240925,22,15,940.32,940.80
11226,20240925,22,30,936.00,935.04
11227,20240925,22,45,937.44,938.88
11228,20240925,23,0,939.84,938.88
11229,20240925,23,15,935.04,935.04
11230,20240925,23,30,934.08,935.04
11231,20240925,23,45,924.96,923.52
11232,20240926,0,0,930.96,930.24
11233,20240926,0,15,936.96,936.96
11234,20240926,0,30,935.52,935.04
11235,20240926,0,45,929.28,929.28
11236,20240926,1,0,927.36,927.36
11237,20240926,1,15,928.80,929.28
11238,20240926,1,30,918.72,919.68
11239,20240926,1,45,926.40,925.44
11240,20240926,2,0,920.16,919.68
11241,20240926,2,15,918.72,919.68
11242,20240926,2,30,906.24,906.24
11243,20240926,2,45,921.60,921.60
11244,20240926,3,0,917.76,917.76
11245,20240926,3,15,916.32,915.84
11246,20240926,3,30,918.72,919.68
11247,20240926,3,45,911.04,910.08
11248,20240926,4,0,912.00,912.00
11249,20240926,4,15,920.64,921.60
11250,20240926,4,30,919.20,919.68
11251,20240926,4,45,924.00,923.52
11252,20240926,5,0,924.96,925.44
11253,20240926,5,15,917.28,915.84
11254,20240926,5,30,909.60,910.08
11255,20240926,5,45,917.28,917.76
11256,20240926,6,0,917.28,915.84
11257,20240926,6,15,929.28,931.20
11258,20240926,6,30,925.44,923.52
11259,20240926,6,45,929.76,931.20
11260,20240926,7,0,952.32,952.32
11261,20240926,7,15,962.88,961.92
11262,20240926,7,30,965.28,965.76
11263,20240926,7,45,969.12,969.60
11264,20240926,8,0,971.52,971.52
11265,20240926,8,15,972.96,971.52
11266,20240926,8,30,977.28,977.28
11267,20240926,8,45,984.00,984.96
11268,20240926,9,0,977.76,977.28
11269,20240926,9,15,980.64,981.12
11270,20240926,9,30,983.04,983.04
11271,20240926,9,45,981.12,981.12
11272,20240926,10,0,1015.20,1015.68
11273,20240926,10,15,1021.44,1021.44
11274,20240926,10,30,1021.92,1021.44
11275,20240926,10,45,1018.08,1017.60
11276,20240926,11,0,1025.28,1025.28
11277,20240926,11,15,1017.12,1017.60
11278,20240926,11,30,1022.88,1023.36
11279,20240926,11,45,1032.48,1031.04
11280,20240926,12,0,1027.20,1029.12
11281,20240926,12,15,1025.28,1023.36
11282,20240926,12,30,1025.76,1027.20
11283,20240926,12,45,1028.64,1027.20
11284,20240926,13,0,1014.72,1015.68
11285,20240926,13,15,1031.04,1031.04
11286,20240926,13,30,1036.32,1036.80
11287,20240926,13,45,1034.88,1034.88
11288,20240926,14,0,1024.80,1023.36
11289,20240926,14,15,1038.24,1038.72
11290,20240926,14,30,1041.12,1042.56
11291,20240926,14,45,1032.96,1032.96
11292,20240926,15,0,1036.80,1036.80
11293,20240926,15,15,1032.96,1032.96
11294,20240926,15,30,1035.36,1034.88
11295,20240926,15,45,1037.28,1036.80
11296,20240926,16,0,1030.56,1031.04
11297,20240926,16,15,1023.36,1023.36
11298,20240926,16,30,1034.88,1034.88
11299,20240926,16,45,1026.72,1027.20
11300,20240926,17,0,1025.76,1025.28
11301,20240926,17,15,1026.72,1027.20
11302,20240926,17,30,1030.08,1029.12
11303,20240926,17,45,1018.56,1019.52
11304,20240926,18,0,1011.84,1011.84
11305,20240926,18,15,979.68,979.20
11306,20240926,18,30,969.60,969.60
11307,20240926,18,45,965.28,965.76
11308,20240926,19,0,964.80,963.84
11309,20240926,19,15,955.68,956.16
11310,20240926,19,30,955.68,954.24
11311,20240926,19,45,948.00,948.48
11312,20240926,20,0,949.92,950.40
11313,20240926,20,15,957.12,956.16
11314,20240926,20,30,948.96,950.40
11315,20240926,20,45,948.96,948.48
11316,20240926,21,0,946.08,946.56
11317,20240926,21,15,950.88,950.40
11318,20240926,21,30,946.56,946.56
11319,20240926,21,45,940.80,940.80
11320,20240926,22,0,946.56,946.56
11321,20240926,22,15,939.36,938.88
11322,20240926,22,30,941.28,940.80
11323,20240926,22,45,929.28,929.28
11324,20240926,23,0,937.44,938.88
11325,20240926,23,15,939.36,938.88
11326,20240926,23,30,935.04,935.04
11327,20240926,23,45,943.20,942.72
11328,20240927,0,0,942.00,941.76
11329,20240927,0,15,940.80,940.80
11330,20240927,0,30,930.72,931.20
11331,20240927,0,45,934.08,933.12
11332,20240927,1,0,936.48,936.96
11333,20240927,1,15,947.52,946.56
11334,20240927,1,30,927.36,927.36
11335,20240927,1,45,927.36,927.36
11336,20240927,2,0,931.68,931.20
11337,20240927,2,15,930.72,931.20
11338,20240927,2,30,923.04,923.52
11339,20240927,2,45,928.80,929.28
11340,20240927,3,0,921.12,921.60
11341,20240927,3,15,930.72,929.28
11342,20240927,3,30,929.28,929.28
11343,20240927,3,45,934.56,935.04
11344,20240927,4,0,923.52,923.52
11345,20240927,4,15,935.04,935.04
11346,20240927,4,30,925.92,925.44
11347,20240927,4,45,934.08,935.04
11348,20240927,5,0,931.68,931.20
11349,20240927,5,15,932.16,931.20
11350,20240927,5,30,936.48,936.96
11351,20240927,5,45,943.20,944.64
11352,20240927,6,0,934.08,933.12
11353,20240927,6,15,939.84,938.88
11354,20240927,6,30,935.04,935.04
11355,20240927,6,45,934.08,935.04
11356,20240927,7,0,933.12,933.12
11357,20240927,7,15,951.36,952.32
11358,20240927,7,30,954.72,954.24
11359,20240927,7,45,966.72,965.76
11360,20240927,8,0,971.04,971.52
11361,20240927,8,15,973.44,973.44
11362,20240927,8,30,973.44,973.44
11363,20240927,8,45,981.12,981.12
11364,20240927,9,0,980.64,981.12
11365,20240927,9,15,1006.08,1006.08
11366,20240927,9,30,1029.60,1029.12
11367,20240927,9,45,1025.76,1025.28
11368,20240927,10,0,1019.04,1019.52
11369,20240927,10,15,1023.84,1023.36
11370,20240927,10,30,1021.44,1021.44
11371,20240927,10,45,1027.20,1027.20
11372,20240927,11,0,1034.40,1034.88
11373,20240927,11,15,1024.80,1025.28
11374,20240927,11,30,1034.88,1034.88
11375,20240927,11,45,1032.96,1032.96
11376,20240927,12,0,1026.24,1025.28
11377,20240927,12,15,1025.28,1025.28
11378,20240927,12,30,1027.20,1027.20
11379,20240927,12,45,1021.92,1023.36
11380,20240927,13,0,1014.24,1013.76
11381,20240927,13,15,1027.20,1027.20
11382,20240927,13,30,1030.08,1029.12
11383,20240927,13,45,1036.32,1036.80
11384,20240927,14,0,1039.68,1040.64
11385,20240927,14,15,1034.88,1034.88
11386,20240927,14,30,1029.12,1027.20
11387,20240927,14,45,1039.68,1040.64
11388,20240927,15,0,1038.24,1038.72
11389,20240927,15,15,1032.96,1032.96
11390,20240927,15,30,1034.40,1032.96
11391,20240927,15,45,1034.88,1036.80
11392,20240927,16,0,1031.52,1031.04
11393,20240927,16,15,1033.92,1032.96
11394,20240927,16,30,1034.88,1034.88
11395,20240927,16,45,1035.36,1036.80
11396,20240927,17,0,1031.04,1029.12
11397,20240927,17,15,1035.84,1036.80
11398,20240927,17,30,1023.84,1023.36
11399,20240927,17,45,1008.48,1009.92
11400,20240927,18,0,998.40,998.40
11401,20240927,18,15,969.12,967.68
11402,20240927,18,30,967.20,967.68
11403,20240927,18,45,952.80,952.32
11404,20240927,19,0,962.40,961.92
11405,20240927,19,15,958.08,958.08
11406,20240927,19,30,957.60,958.08
11407,20240927,19,45,952.32,952.32
11408,20240927,20,0,950.40,950.40
11409,20240927,20,15,947.04,948.48
11410,20240927,20,30,944.16,942.72
11411,20240927,20,45,947.52,948.48
11412,20240927,21,0,944.16,944.64
11413,20240927,21,15,939.84,938.88
11414,20240927,21,30,940.32,940.80
11415,20240927,21,45,935.04,935.04
11416,20240927,22,0,942.24,940.80
11417,20240927,22,15,943.68,944.64
11418,20240927,22,30,942.24,942.72
11419,20240927,22,45,944.64,944.64
11420,20240927,23,0,944.16,944.64
11421,20240927,23,15,949.92,948.48
11422,20240927,23,30,950.40,950.40
11423,20240927,23,45,942.72,942.72
11424,20240928,0,0,946.08,945.60
11425,20240928,0,15,949.44,948.48
11426,20240928,0,30,928.32,929.28
11427,20240928,0,45,947.52,946.56
11428,20240928,1,0,947.52,948.48
11429,20240928,1,15,951.84,952.32
11430,20240928,1,30,946.08,944.64
11431,20240928,1,45,944.64,944.64
11432,20240928,2,0,941.76,942.72
11433,20240928,2,15,943.20,942.72
11434,20240928,2,30,936.48,936.96
11435,20240928,2,45,931.68,931.20
11436,20240928,3,0,936.96,936.96
11437,20240928,3,15,932.64,933.12
11438,20240928,3,30,932.16,931.20
11439,20240928,3,45,940.32,940.80
11440,20240928,4,0,939.36,938.88
11441,20240928,4,15,939.84,940.80
11442,20240928,4,30,940.32,940.80
11443,20240928,4,45,938.88,938.88
11444,20240928,5,0,934.08,933.12
11445,20240928,5,15,936.96,936.96
11446,20240928,5,30,932.64,933.12
11447,20240928,5,45,934.56,935.04
11448,20240928,6,0,931.20,931.20
11449,20240928,6,15,927.36,927.36
11450,20240928,6,30,933.60,933.12
11451,20240928,6,45,936.00,935.04
11452,20240928,7,0,943.20,944.64
11453,20240928,7,15,937.44,936.96
11454,20240928,7,30,937.92,938.88
11455,20240928,7,45,936.48,935.04
11456,20240928,8,0,933.60,935.04
11457,20240928,8,15,936.00,935.04
11458,20240928,8,30,936.48,936.96
11459,20240928,8,45,944.64,944.64
11460,20240928,9,0,932.64,933.12
11461,20240928,9,15,922.56,921.60
11462,20240928,9,30,938.88,938.88
11463,20240928,9,45,936.00,936.96
11464,20240928,10,0,942.72,942.72
11465,20240928,10,15,936.48,935.04
11466,20240928,10,30,944.64,944.64
11467,20240928,10,45,936.96,936.96
11468,20240928,11,0,939.36,940.80
11469,20240928,11,15,928.32,927.36
