no,date,hour,minute,measured_kWh,realtime_kWh
1,20240601,0,15,797.76,794.88
2,20240601,0,30,800.64,800.64
3,20240601,0,45,799.68,800.64
4,20240601,1,0,804.48,804.48
5,20240601,1,15,800.16,800.64
6,20240601,1,30,804.96,804.48
7,20240601,1,45,800.64,800.64
8,20240601,2,0,803.04,802.56
9,20240601,2,15,803.52,804.48
10,20240601,2,30,802.56,800.64
11,20240601,2,45,800.64,802.56
12,20240601,3,0,801.12,800.64
13,20240601,3,15,799.68,798.72
14,20240601,3,30,800.64,800.64
15,20240601,3,45,803.04,804.48
16,20240601,4,0,800.16,798.72
17,20240601,4,15,800.16,800.64
18,20240601,4,30,794.88,794.88
19,20240601,4,45,794.40,794.88
20,20240601,5,0,797.76,796.80
21,20240601,5,15,793.92,794.88
22,20240601,5,30,792.96,792.96
23,20240601,5,45,796.32,794.88
24,20240601,6,0,798.24,798.72
25,20240601,6,15,799.20,798.72
26,20240601,6,30,796.32,796.80
27,20240601,6,45,801.12,800.64
28,20240601,7,0,797.76,798.72
29,20240601,7,15,797.28,796.80
30,20240601,7,30,798.24,798.72
31,20240601,7,45,792.48,792.96
32,20240601,8,0,802.08,800.64
33,20240601,8,15,804.00,804.48
34,20240601,8,30,798.24,798.72
35,20240601,8,45,795.36,794.88
36,20240601,9,0,799.68,800.64
37,20240601,9,15,801.60,800.64
38,20240601,9,30,803.52,804.48
39,20240601,9,45,800.16,798.72
40,20240601,10,0,797.28,798.72
41,20240601,10,15,796.80,796.80
42,20240601,10,30,796.32,794.88
43,20240601,10,45,807.36,808.32
44,20240601,11,0,802.08,802.56
45,20240601,11,15,804.96,804.48
46,20240601,11,30,806.40,806.40
47,20240601,11,45,804.48,804.48
48,20240601,12,0,804.00,804.48
49,20240601,12,15,802.56,802.56
50,20240601,12,30,807.36,806.40
51,20240601,12,45,809.76,810.24
52,20240601,13,0,805.92,806.40
53,20240601,13,15,798.24,796.80
54,20240601,13,30,800.16,800.64
55,20240601,13,45,799.20,798.72
56,20240601,14,0,806.40,808.32
57,20240601,14,15,811.20,810.24
58,20240601,14,30,803.04,802.56
59,20240601,14,45,801.60,802.56
60,20240601,15,0,800.16,800.64
61,20240601,15,15,797.28,796.80
62,20240601,15,30,798.24,796.80
63,20240601,15,45,804.48,804.48
64,20240601,16,0,802.08,802.56
65,20240601,16,15,804.48,804.48
66,20240601,16,30,796.32,796.80
67,20240601,16,45,790.56,791.04
68,20240601,17,0,792.48,791.04
69,20240601,17,15,794.88,794.88
70,20240601,17,30,795.84,796.80
71,20240601,17,45,797.76,796.80
72,20240601,18,0,799.20,800.64
73,20240601,18,15,797.28,796.80
74,20240601,18,30,791.52,791.04
75,20240601,18,45,785.28,785.28
76,20240601,19,0,781.92,781.44
77,20240601,19,15,781.92,783.36
78,20240601,19,30,778.08,777.60
79,20240601,19,45,780.48,779.52
80,20240601,20,0,774.72,775.68
81,20240601,20,15,769.92,769.92
82,20240601,20,30,792.96,792.96
83,20240601,20,45,800.16,800.64
84,20240601,21,0,803.52,802.56
85,20240601,21,15,798.24,798.72
86,20240601,21,30,801.60,800.64
87,20240601,21,45,792.48,792.96
88,20240601,22,0,796.32,796.80
89,20240601,22,15,792.96,792.96
90,20240601,22,30,789.12,789.12
91,20240601,22,45,788.16,787.20
92,20240601,23,0,794.40,794.88
93,20240601,23,15,788.64,789.12
94,20240601,23,30,779.52,779.52
95,20240601,23,45,781.92,781.44
96,20240602,0,0,782.88,782.40
97,20240602,0,15,783.84,783.36
98,20240602,0,30,774.72,775.68
99,20240602,0,45,778.08,777.60
100,20240602,1,0,779.52,779.52
101,20240602,1,15,780.48,781.44
102,20240602,1,30,771.84,771.84
103,20240602,1,45,778.56,777.60
104,20240602,2,0,772.32,771.84
105,20240602,2,15,776.64,777.60
106,20240602,2,30,774.72,773.76
107,20240602,2,45,780.48,781.44
108,20240602,3,0,771.36,771.84
109,20240602,3,15,771.36,769.92
110,20240602,3,30,772.32,771.84
111,20240602,3,45,769.92,769.92
112,20240602,4,0,768.96,769.92
113,20240602,4,15,776.64,775.68
114,20240602,4,30,771.84,773.76
115,20240602,4,45,777.60,777.60
116,20240602,5,0,771.84,771.84
117,20240602,5,15,768.96,768.00
118,20240602,5,30,771.36,771.84
119,20240602,5,45,773.28,771.84
120,20240602,6,0,777.60,777.60
121,20240602,6,15,774.72,775.68
122,20240602,6,30,770.88,769.92
123,20240602,6,45,772.80,773.76
124,20240602,7,0,772.32,771.84
125,20240602,7,15,779.04,779.52
126,20240602,7,30,775.20,775.68
127,20240602,7,45,775.68,775.68
128,20240602,8,0,775.20,775.68
129,20240602,8,15,778.56,777.60
130,20240602,8,30,775.68,775.68
131,20240602,8,45,778.56,777.60
132,20240602,9,0,777.12,777.60
133,20240602,9,15,776.16,775.68
134,20240602,9,30,778.08,779.52
135,20240602,9,45,778.56,777.60
136,20240602,10,0,779.04,779.52
137,20240602,10,15,779.52,779.52
138,20240602,10,30,783.84,783.36
139,20240602,10,45,783.36,783.36
140,20240602,11,0,791.04,791.04
141,20240602,11,15,783.36,783.36
142,20240602,11,30,789.12,789.12
143,20240602,11,45,793.44,794.88
144,20240602,12,0,793.44,792.96
145,20240602,12,15,787.68,787.20
146,20240602,12,30,793.92,792.96
147,20240602,12,45,790.08,791.04
148,20240602,13,0,793.92,792.96
149,20240602,13,15,787.68,789.12
150,20240602,13,30,796.32,794.88
151,20240602,13,45,802.08,802.56
152,20240602,14,0,794.88,794.88
153,20240602,14,15,800.16,800.64
154,20240602,14,30,802.08,802.56
155,20240602,14,45,800.64,800.64
156,20240602,15,0,798.72,798.72
157,20240602,15,15,798.72,798.72
158,20240602,15,30,795.36,794.88
159,20240602,15,45,804.48,804.48
160,20240602,16,0,806.88,806.40
161,20240602,16,15,806.40,806.40
162,20240602,16,30,804.48,804.48
163,20240602,16,45,791.52,791.04
164,20240602,17,0,793.92,794.88
165,20240602,17,15,790.08,791.04
166,20240602,17,30,797.76,796.80
167,20240602,17,45,790.08,791.04
168,20240602,18,0,795.84,794.88
169,20240602,18,15,792.48,792.96
170,20240602,18,30,788.16,787.20
171,20240602,18,45,785.76,785.28
172,20240602,19,0,792.48,792.96
173,20240602,19,15,787.20,787.20
174,20240602,19,30,790.56,791.04
175,20240602,19,45,788.64,789.12
176,20240602,20,0,785.28,785.28
177,20240602,20,15,784.32,783.36
178,20240602,20,30,781.92,781.44
179,20240602,20,45,772.80,773.76
180,20240602,21,0,778.08,777.60
181,20240602,21,15,777.60,777.60
182,20240602,21,30,783.36,783.36
183,20240602,21,45,784.80,785.28
184,20240602,22,0,782.40,781.44
185,20240602,22,15,777.60,779.52
186,20240602,22,30,775.20,773.76
187,20240602,22,45,785.28,785.28
188,20240602,23,0,776.16,775.68
189,20240602,23,15,779.04,779.52
190,20240602,23,30,776.16,777.60
191,20240602,23,45,779.52,777.60
192,20240603,0,0,778.56,777.60
193,20240603,0,15,777.60,777.60
194,20240603,0,30,771.84,771.84
195,20240603,0,45,774.72,773.76
196,20240603,1,0,778.08,777.60
197,20240603,1,15,780.96,781.44
198,20240603,1,30,777.12,777.60
199,20240603,1,45,768.96,769.92
200,20240603,2,0,767.04,766.08
201,20240603,2,15,767.04,766.08
202,20240603,2,30,766.56,768.00
203,20240603,2,45,768.96,768.00
204,20240603,3,0,768.48,768.00
205,20240603,3,15,764.16,764.16
206,20240603,3,30,769.92,768.00
207,20240603,3,45,766.08,766.08
208,20240603,4,0,765.60,766.08
209,20240603,4,15,763.20,764.16
210,20240603,4,30,768.96,768.00
211,20240603,4,45,762.24,762.24
212,20240603,5,0,768.96,769.92
213,20240603,5,15,765.60,764.16
214,20240603,5,30,769.44,769.92
215,20240603,5,45,773.76,773.76
216,20240603,6,0,773.76,773.76
217,20240603,6,15,777.60,777.60
218,20240603,6,30,782.88,783.36
219,20240603,6,45,789.60,789.12
220,20240603,7,0,784.80,785.28
221,20240603,7,15,792.96,792.96
222,20240603,7,30,813.12,814.08
223,20240603,7,45,816.48,816.00
224,20240603,8,0,829.44,829.44
225,20240603,8,15,832.32,831.36
226,20240603,8,30,831.36,831.36
227,20240603,8,45,835.68,837.12
228,20240603,9,0,837.60,837.12
229,20240603,9,15,836.64,835.20
230,20240603,9,30,838.08,839.04
231,20240603,9,45,838.08,839.04
232,20240603,10,0,848.16,846.72
233,20240603,10,15,857.28,858.24
234,20240603,10,30,876.48,875.52
235,20240603,10,45,872.64,873.60
236,20240603,11,0,874.56,873.60
237,20240603,11,15,876.48,877.44
238,20240603,11,30,876.96,877.44
239,20240603,11,45,879.36,879.36
240,20240603,12,0,877.44,877.44
241,20240603,12,15,877.92,877.44
242,20240603,12,30,876.48,875.52
243,20240603,12,45,875.52,875.52
244,20240603,13,0,866.40,865.92
245,20240603,13,15,871.20,871.68
246,20240603,13,30,863.52,864.00
247,20240603,13,45,881.76,881.28
248,20240603,14,0,941.76,942.72
249,20240603,14,15,949.92,950.40
250,20240603,14,30,948.48,948.48
251,20240603,14,45,947.04,946.56
252,20240603,15,0,953.28,952.32
253,20240603,15,15,943.20,942.72
254,20240603,15,30,952.80,954.24
255,20240603,15,45,953.28,952.32
256,20240603,16,0,954.72,956.16
257,20240603,16,15,949.44,948.48
258,20240603,16,30,950.40,950.40
259,20240603,16,45,950.88,950.40
260,20240603,17,0,950.88,952.32
261,20240603,17,15,936.48,935.04
262,20240603,17,30,946.08,946.56
263,20240603,17,45,945.60,946.56
264,20240603,18,0,935.04,935.04
265,20240603,18,15,911.52,910.08
266,20240603,18,30,922.08,923.52
267,20240603,18,45,919.20,917.76
268,20240603,19,0,909.60,910.08
269,20240603,19,15,901.44,900.48
270,20240603,19,30,900.48,900.48
271,20240603,19,45,900.00,900.48
272,20240603,20,0,891.36,890.88
273,20240603,20,15,896.64,898.56
274,20240603,20,30,886.08,885.12
275,20240603,20,45,891.84,890.88
276,20240603,21,0,881.76,883.20
277,20240603,21,15,879.36,879.36
278,20240603,21,30,869.76,869.76
279,20240603,21,45,870.24,869.76
280,20240603,22,0,878.40,879.36
281,20240603,22,15,878.88,877.44
282,20240603,22,30,883.20,883.20
283,20240603,22,45,875.52,875.52
284,20240603,23,0,881.76,883.20
285,20240603,23,15,874.08,873.60
286,20240603,23,30,874.08,873.60
287,20240603,23,45,875.04,875.52
288,20240604,0,0,876.72,877.44
289,20240604,0,15,878.40,879.36
290,20240604,0,30,873.60,873.60
291,20240604,0,45,870.24,869.76
292,20240604,1,0,877.44,877.44
293,20240604,1,15,866.88,867.84
294,20240604,1,30,871.20,869.76
295,20240604,1,45,863.04,864.00
296,20240604,2,0,870.72,869.76
297,20240604,2,15,866.40,867.84
298,20240604,2,30,891.36,890.88
299,20240604,2,45,887.04,887.04
300,20240604,3,0,894.24,894.72
301,20240604,3,15,887.52,887.04
302,20240604,3,30,889.92,888.96
303,20240604,3,45,889.44,888.96
304,20240604,4,0,889.92,890.88
305,20240604,4,15,891.84,892.80
306,20240604,4,30,896.16,894.72
307,20240604,4,45,894.24,894.72
308,20240604,5,0,890.40,890.88
309,20240604,5,15,892.80,892.80
310,20240604,5,30,890.40,888.96
311,20240604,5,45,897.12,898.56
312,20240604,6,0,899.04,898.56
313,20240604,6,15,907.68,908.16
314,20240604,6,30,900.48,900.48
315,20240604,6,45,903.84,904.32
316,20240604,7,0,904.80,904.32
317,20240604,7,15,908.64,908.16
318,20240604,7,30,923.52,923.52
319,20240604,7,45,942.24,942.72
320,20240604,8,0,936.00,935.04
321,20240604,8,15,943.68,944.64
322,20240604,8,30,938.88,938.88
323,20240604,8,45,946.56,946.56
324,20240604,9,0,944.64,944.64
325,20240604,9,15,943.20,942.72
326,20240604,9,30,943.68,942.72
327,20240604,9,45,945.12,946.56
328,20240604,10,0,949.92,950.40
329,20240604,10,15,956.64,956.16
330,20240604,10,30,987.36,986.88
331,20240604,10,45,986.88,986.88
332,20240604,11,0,984.48,984.96
333,20240604,11,15,977.28,977.28
334,20240604,11,30,974.40,973.44
335,20240604,11,45,981.12,981.12
336,20240604,12,0,983.52,984.96
337,20240604,12,15,971.52,971.52
338,20240604,12,30,953.76,952.32
339,20240604,12,45,948.96,950.40
340,20240604,13,0,957.60,956.16
341,20240604,13,15,958.56,960.00
342,20240604,13,30,942.72,940.80
343,20240604,13,45,928.32,929.28
344,20240604,14,0,941.76,940.80
345,20240604,14,15,940.80,942.72
346,20240604,14,30,942.24,940.80
347,20240604,14,45,941.28,940.80
348,20240604,15,0,943.68,944.64
349,20240604,15,15,937.92,938.88
350,20240604,15,30,940.80,938.88
351,20240604,15,45,938.88,940.80
352,20240604,16,0,937.44,936.96
353,20240604,16,15,936.00,935.04
354,20240604,16,30,937.92,938.88
355,20240604,16,45,945.60,944.64
356,20240604,17,0,936.48,936.96
357,20240604,17,15,923.04,923.52
358,20240604,17,30,903.84,902.40
359,20240604,17,45,912.00,912.00
360,20240604,18,0,892.32,892.80
361,20240604,18,15,881.76,881.28
362,20240604,18,30,871.68,873.60
363,20240604,18,45,876.00,875.52
364,20240604,19,0,855.84,854.40
365,20240604,19,15,862.08,862.08
366,20240604,19,30,858.72,860.16
367,20240604,19,45,858.24,858.24
368,20240604,20,0,854.88,854.40
369,20240604,20,15,851.52,852.48
370,20240604,20,30,848.16,846.72
371,20240604,20,45,847.68,848.64
372,20240604,21,0,837.12,837.12
373,20240604,21,15,837.12,837.12
374,20240604,21,30,833.76,833.28
375,20240604,21,45,837.12,837.12
376,20240604,22,0,843.84,844.80
377,20240604,22,15,838.56,837.12
378,20240604,22,30,833.76,835.20
379,20240604,22,45,832.32,831.36
380,20240604,23,0,838.56,839.04
381,20240604,23,15,834.24,833.28
382,20240604,23,30,832.32,833.28
383,20240604,23,45,825.12,823.68
384,20240605,0,0,825.84,824.64
385,20240605,0,15,826.56,825.60
386,20240605,0,30,828.96,829.44
387,20240605,0,45,837.12,837.12
388,20240605,1,0,841.44,840.96
389,20240605,1,15,849.12,848.64
390,20240605,1,30,840.00,840.96
391,20240605,1,45,840.96,840.96
392,20240605,2,0,821.76,821.76
393,20240605,2,15,827.04,827.52
394,20240605,2,30,833.28,831.36
395,20240605,2,45,826.08,827.52
396,20240605,3,0,820.32,819.84
397,20240605,3,15,821.28,821.76
398,20240605,3,30,821.76,821.76
399,20240605,3,45,823.20,821.76
400,20240605,4,0,821.28,821.76
401,20240605,4,15,824.16,825.60
402,20240605,4,30,826.56,825.60
403,20240605,4,45,818.40,817.92
404,20240605,5,0,824.16,823.68
405,20240605,5,15,817.92,819.84
406,20240605,5,30,822.72,821.76
407,20240605,5,45,829.92,829.44
408,20240605,6,0,834.24,835.20
409,20240605,6,15,837.12,837.12
410,20240605,6,30,832.80,833.28
411,20240605,6,45,854.40,854.40
412,20240605,7,0,854.40,854.40
413,20240605,7,15,863.52,862.08
414,20240605,7,30,864.96,865.92
415,20240605,7,45,866.40,865.92
416,20240605,8,0,867.36,867.84
417,20240605,8,15,876.96,875.52
418,20240605,8,30,873.60,875.52
419,20240605,8,45,885.60,885.12
420,20240605,9,0,876.48,875.52
421,20240605,9,15,877.92,877.44
422,20240605,9,30,880.32,881.28
423,20240605,9,45,885.12,885.12
424,20240605,10,0,909.12,910.08
425,20240605,10,15,921.60,921.60
426,20240605,10,30,920.64,919.68
427,20240605,10,45,913.92,913.92
428,20240605,11,0,916.80,915.84
429,20240605,11,15,907.20,908.16
430,20240605,11,30,912.96,913.92
431,20240605,11,45,916.32,915.84
432,20240605,12,0,904.32,904.32
433,20240605,12,15,909.60,910.08
434,20240605,12,30,902.88,902.40
435,20240605,12,45,900.48,900.48
436,20240605,13,0,900.96,900.48
437,20240605,13,15,906.72,906.24
438,20240605,13,30,915.36,915.84
439,20240605,13,45,909.12,908.16
440,20240605,14,0,910.08,912.00
441,20240605,14,15,914.40,913.92
442,20240605,14,30,915.36,913.92
443,20240605,14,45,908.64,910.08
444,20240605,15,0,920.16,919.68
445,20240605,15,15,913.44,913.92
446,20240605,15,30,913.92,913.92
447,20240605,15,45,918.72,917.76
448,20240605,16,0,916.32,917.76
449,20240605,16,15,919.20,917.76
450,20240605,16,30,913.92,913.92
451,20240605,16,45,924.48,925.44
452,20240605,17,0,933.60,933.12
453,20240605,17,15,919.20,919.68
454,20240605,17,30,905.28,904.32
455,20240605,17,45,876.00,875.52
456,20240605,18,0,871.68,873.60
457,20240605,18,15,872.16,871.68
458,20240605,18,30,871.20,871.68
459,20240605,18,45,869.76,867.84
460,20240605,19,0,868.32,869.76
461,20240605,19,15,855.84,854.40
462,20240605,19,30,860.64,862.08
463,20240605,19,45,864.00,864.00
464,20240605,20,0,862.56,862.08
465,20240605,20,15,839.52,839.04
466,20240605,20,30,847.20,848.64
467,20240605,20,45,847.68,846.72
468,20240605,21,0,844.80,844.80
469,20240605,21,15,850.08,850.56
470,20240605,21,30,845.76,844.80
471,20240605,21,45,841.92,842.88
472,20240605,22,0,844.32,844.80
473,20240605,22,15,839.04,839.04
474,20240605,22,30,846.24,844.80
475,20240605,22,45,836.16,837.12
476,20240605,23,0,841.44,840.96
477,20240605,23,15,834.72,835.20
478,20240605,23,30,838.08,837.12
479,20240605,23,45,836.16,837.12
480,20240606,0,0,837.84,838.08
481,20240606,0,15,839.52,839.04
482,20240606,0,30,837.60,837.12
483,20240606,0,45,833.76,835.20
484,20240606,1,0,842.88,842.88
485,20240606,1,15,838.56,837.12
486,20240606,1,30,833.28,833.28
487,20240606,1,45,835.20,835.20
488,20240606,2,0,831.84,833.28
489,20240606,2,15,841.44,840.96
490,20240606,2,30,836.16,835.20
491,20240606,2,45,836.64,837.12
492,20240606,3,0,836.64,837.12
493,20240606,3,15,836.64,835.20
494,20240606,3,30,837.12,839.04
495,20240606,3,45,837.60,837.12
496,20240606,4,0,837.60,837.12
497,20240606,4,15,831.84,831.36
498,20240606,4,30,825.60,825.60
499,20240606,4,45,836.16,837.12
500,20240606,5,0,834.24,833.28
501,20240606,5,15,841.92,842.88
502,20240606,5,30,837.60,837.12
503,20240606,5,45,833.28,833.28
504,20240606,6,0,833.76,833.28
505,20240606,6,15,837.60,839.04
506,20240606,6,30,830.88,829.44
507,20240606,6,45,835.68,837.12
508,20240606,7,0,835.68,835.20
509,20240606,7,15,833.76,833.28
510,20240606,7,30,841.44,840.96
511,20240606,7,45,836.64,837.12
512,20240606,8,0,839.52,839.04
513,20240606,8,15,840.96,840.96
514,20240606,8,30,841.44,842.88
515,20240606,8,45,837.12,835.20
516,20240606,9,0,831.36,831.36
517,20240606,9,15,832.32,833.28
518,20240606,9,30,829.92,829.44
519,20240606,9,45,828.00,827.52
520,20240606,10,0,840.48,840.96
521,20240606,10,15,846.72,846.72
522,20240606,10,30,844.32,844.80
523,20240606,10,45,847.68,848.64
524,20240606,11,0,840.96,839.04
525,20240606,11,15,840.96,842.88
526,20240606,11,30,849.12,848.64
527,20240606,11,45,845.28,844.80
528,20240606,12,0,854.40,854.40
529,20240606,12,15,847.20,846.72
530,20240606,12,30,850.56,850.56
531,20240606,12,45,850.56,850.56
532,20240606,13,0,850.56,850.56
533,20240606,13,15,852.00,852.48
534,20240606,13,30,845.28,844.80
535,20240606,13,45,843.84,844.80
536,20240606,14,0,850.56,850.56
537,20240606,14,15,852.00,850.56
538,20240606,14,30,856.80,858.24
539,20240606,14,45,852.48,852.48
540,20240606,15,0,845.76,844.80
541,20240606,15,15,843.84,844.80
542,20240606,15,30,847.20,846.72
543,20240606,15,45,852.00,852.48
544,20240606,16,0,848.16,848.64
545,20240606,16,15,855.84,854.40
546,20240606,16,30,854.40,854.40
547,20240606,16,45,846.24,846.72
548,20240606,17,0,846.72,846.72
549,20240606,17,15,845.28,844.80
550,20240606,17,30,849.12,848.64
551,20240606,17,45,849.12,850.56
552,20240606,18,0,851.04,850.56
553,20240606,18,15,849.60,850.56
554,20240606,18,30,846.72,844.80
555,20240606,18,45,844.80,846.72
556,20240606,19,0,845.28,844.80
557,20240606,19,15,845.28,844.80
558,20240606,19,30,844.80,844.80
559,20240606,19,45,839.04,839.04
560,20240606,20,0,835.20,835.20
561,20240606,20,15,837.60,837.12
562,20240606,20,30,832.80,833.28
563,20240606,20,45,835.20,835.20
564,20240606,21,0,836.64,837.12
565,20240606,21,15,836.16,835.20
566,20240606,21,30,834.72,835.20
567,20240606,21,45,837.12,837.12
568,20240606,22,0,832.80,833.28
569,20240606,22,15,824.64,823.68
570,20240606,22,30,832.32,833.28
571,20240606,22,45,826.08,825.60
572,20240606,23,0,820.80,819.84
573,20240606,23,15,824.64,825.60
574,20240606,23,30,835.68,835.20
575,20240606,23,45,836.16,837.12
576,20240607,0,0,841.68,841.92
577,20240607,0,15,847.20,846.72
578,20240607,0,30,840.48,840.96
579,20240607,0,45,843.84,844.80
580,20240607,1,0,840.96,839.04
581,20240607,1,15,842.40,842.88
582,20240607,1,30,847.68,848.64
583,20240607,1,45,838.08,837.12
584,20240607,2,0,834.72,835.20
585,20240607,2,15,834.72,835.20
586,20240607,2,30,836.64,837.12
587,20240607,2,45,830.40,829.44
588,20240607,3,0,832.32,831.36
589,20240607,3,15,838.56,839.04
590,20240607,3,30,829.92,829.44
591,20240607,3,45,836.16,837.12
592,20240607,4,0,831.36,831.36
593,20240607,4,15,832.80,833.28
594,20240607,4,30,825.60,825.60
595,20240607,4,45,833.28,833.28
596,20240607,5,0,842.40,840.96
597,20240607,5,15,835.68,837.12
598,20240607,5,30,835.68,835.20
599,20240607,5,45,835.68,835.20
600,20240607,6,0,840.48,840.96
601,20240607,6,15,847.68,846.72
602,20240607,6,30,848.64,848.64
603,20240607,6,45,849.12,850.56
604,20240607,7,0,844.32,844.80
605,20240607,7,15,858.72,858.24
606,20240607,7,30,875.52,875.52
607,20240607,7,45,883.20,883.20
608,20240607,8,0,880.32,879.36
609,20240607,8,15,882.72,883.20
610,20240607,8,30,888.96,888.96
611,20240607,8,45,883.68,883.20
612,20240607,9,0,889.92,890.88
613,20240607,9,15,889.44,888.96
614,20240607,9,30,883.68,883.20
615,20240607,9,45,912.48,913.92
616,20240607,10,0,915.84,915.84
617,20240607,10,15,926.88,925.44
618,20240607,10,30,914.40,915.84
619,20240607,10,45,916.80,915.84
620,20240607,11,0,916.80,917.76
621,20240607,11,15,917.76,917.76
622,20240607,11,30,919.20,917.76
623,20240607,11,45,922.08,923.52
624,20240607,12,0,921.60,921.60
625,20240607,12,15,914.88,913.92
626,20240607,12,30,911.04,910.08
627,20240607,12,45,922.56,923.52
628,20240607,13,0,919.68,919.68
629,20240607,13,15,913.92,913.92
630,20240607,13,30,917.76,917.76
631,20240607,13,45,913.92,913.92
632,20240607,14,0,922.08,921.60
633,20240607,14,15,921.60,921.60
634,20240607,14,30,923.52,923.52
635,20240607,14,45,920.64,921.60
636,20240607,15,0,918.24,917.76
637,20240607,15,15,921.12,921.60
638,20240607,15,30,917.28,917.76
639,20240607,15,45,923.04,921.60
640,20240607,16,0,920.64,921.60
641,20240607,16,15,931.68,931.20
642,20240607,16,30,933.60,933.12
643,20240607,16,45,922.56,923.52
644,20240607,17,0,934.08,933.12
645,20240607,17,15,923.04,923.52
646,20240607,17,30,924.96,925.44
647,20240607,17,45,921.12,919.68
648,20240607,18,0,889.92,890.88
649,20240607,18,15,885.60,885.12
650,20240607,18,30,866.40,867.84
651,20240607,18,45,875.04,873.60
652,20240607,19,0,874.56,875.52
653,20240607,19,15,870.24,869.76
654,20240607,19,30,871.20,871.68
655,20240607,19,45,863.52,864.00
656,20240607,20,0,866.40,865.92
657,20240607,20,15,863.52,862.08
658,20240607,20,30,867.84,869.76
659,20240607,20,45,867.36,865.92
660,20240607,21,0,863.04,864.00
661,20240607,21,15,857.28,856.32
662,20240607,21,30,851.04,850.56
663,20240607,21,45,856.32,858.24
664,20240607,22,0,859.20,858.24
665,20240607,22,15,858.72,858.24
666,20240607,22,30,860.64,862.08
667,20240607,22,45,858.24,858.24
668,20240607,23,0,858.24,858.24
669,20240607,23,15,855.36,854.40
670,20240607,23,30,854.88,854.40
671,20240607,23,45,854.40,854.40
672,20240608,0,0,850.80,851.52
673,20240608,0,15,847.20,848.64
674,20240608,0,30,852.48,852.48
675,20240608,0,45,852.00,850.56
676,20240608,1,0,855.84,856.32
677,20240608,1,15,855.36,856.32
678,20240608,1,30,859.68,858.24
679,20240608,1,45,854.88,856.32
680,20240608,2,0,851.52,850.56
681,20240608,2,15,846.24,846.72
682,20240608,2,30,838.08,837.12
683,20240608,2,45,842.40,842.88
684,20240608,3,0,844.32,844.80
685,20240608,3,15,840.48,840.96
686,20240608,3,30,845.76,844.80
687,20240608,3,45,837.60,837.12
688,20240608,4,0,842.88,842.88
689,20240608,4,15,841.92,842.88
690,20240608,4,30,845.28,844.80
691,20240608,4,45,845.76,846.72
692,20240608,5,0,837.60,837.12
693,20240608,5,15,837.12,837.12
694,20240608,5,30,838.08,839.04
695,20240608,5,45,845.76,844.80
696,20240608,6,0,839.04,839.04
697,20240608,6,15,848.16,848.64
698,20240608,6,30,841.44,840.96
699,20240608,6,45,842.40,842.88
700,20240608,7,0,843.36,842.88
701,20240608,7,15,846.24,846.72
702,20240608,7,30,850.08,850.56
703,20240608,7,45,845.76,844.80
704,20240608,8,0,849.60,848.64
705,20240608,8,15,831.84,833.28
706,20240608,8,30,830.40,829.44
707,20240608,8,45,825.60,825.60
708,20240608,9,0,828.00,827.52
709,20240608,9,15,823.68,823.68
710,20240608,9,30,825.60,825.60
711,20240608,9,45,824.64,825.60
712,20240608,10,0,836.64,837.12
713,20240608,10,15,835.20,835.20
714,20240608,10,30,837.12,837.12
715,20240608,10,45,838.56,839.04
716,20240608,11,0,837.60,837.12
717,20240608,11,15,842.40,842.88
718,20240608,11,30,836.64,835.20
719,20240608,11,45,838.08,839.04
720,20240608,12,0,845.28,844.80
721,20240608,12,15,837.60,837.12
722,20240608,12,30,835.20,835.20
723,20240608,12,45,826.08,827.52
724,20240608,13,0,829.44,829.44
725,20240608,13,15,825.60,825.60
726,20240608,13,30,832.32,831.36
727,20240608,13,45,836.16,835.20
728,20240608,14,0,831.84,833.28
729,20240608,14,15,836.16,835.20
730,20240608,14,30,835.68,837.12
731,20240608,14,45,849.12,848.64
732,20240608,15,0,848.16,846.72
733,20240608,15,15,844.32,844.80
734,20240608,15,30,836.64,837.12
735,20240608,15,45,826.08,825.60
736,20240608,16,0,832.80,833.28
737,20240608,16,15,833.76,833.28
738,20240608,16,30,835.68,835.20
739,20240608,16,45,838.56,839.04
740,20240608,17,0,827.52,827.52
741,20240608,17,15,834.72,835.20
742,20240608,17,30,831.84,831.36
743,20240608,17,45,833.28,833.28
744,20240608,18,0,837.12,837.12
745,20240608,18,15,832.80,833.28
746,20240608,18,30,834.72,835.20
747,20240608,18,45,836.16,835.20
748,20240608,19,0,834.24,835.20
749,20240608,19,15,837.60,837.12
750,20240608,19,30,830.40,831.36
751,20240608,19,45,837.12,837.12
752,20240608,20,0,830.40,829.44
753,20240608,20,15,828.96,829.44
754,20240608,20,30,825.12,823.68
755,20240608,20,45,825.60,827.52
756,20240608,21,0,831.84,831.36
757,20240608,21,15,837.60,837.12
758,20240608,21,30,843.36,842.88
759,20240608,21,45,838.08,839.04
760,20240608,22,0,831.36,831.36
761,20240608,22,15,837.12,837.12
762,20240608,22,30,830.88,831.36
763,20240608,22,45,840.96,840.96
764,20240608,23,0,844.32,842.88
765,20240608,23,15,850.08,850.56
766,20240608,23,30,850.08,850.56
767,20240608,23,45,838.08,837.12
768,20240609,0,0,841.20,840.96
769,20240609,0,15,844.32,844.80
770,20240609,0,30,843.84,842.88
771,20240609,0,45,849.12,848.64
772,20240609,1,0,845.28,846.72
773,20240609,1,15,845.76,844.80
774,20240609,1,30,841.92,842.88
775,20240609,1,45,843.84,842.88
776,20240609,2,0,840.96,840.96
