datetime,measured_kWh,IT,Cooling,Other,temperature,humidity,enthalpy
2024-11-29 14:15:00,798.72,630.1950708556029,0.5533821721999912,167.97154697219705,2.6,67.25,10.27341330386807
2024-11-29 14:30:00,803.52,633.9439142208149,0.6053259465063984,168.97075983267877,2.1,74.5,10.299077518694563
2024-11-29 14:45:00,798.72,630.1896043673582,0.5603056926073084,167.97008994003443,1.6,81.75,10.276834054813907
2024-11-29 15:00:00,783.36,618.1703758316862,0.42312705836642206,164.76649710994738,1.1,89.0,10.20905727144049
2024-11-29 15:15:00,805.44,635.3982022231818,0.683413513550083,169.3583842632682,1.1,90.25,10.337658775498618
2024-11-29 15:30:00,788.16,621.5491777693393,0.9437427222987108,165.66707950836204,1.1,91.5,10.466281403102167
2024-11-29 15:45:00,806.4,635.7450520460217,1.2041146951469341,169.45083325883135,1.1,92.75,10.594925159456054
2024-11-29 16:00:00,792.0,624.1698735003341,1.4645294426328719,166.36559705703309,1.1,94.0,10.723590049766917
2024-11-29 16:15:00,796.32,627.9487101327757,0.9984855750654517,167.37280429215892,0.98,93.75,10.493328577713186
2024-11-29 16:30:00,806.4,636.3006762423597,0.5003949961459497,169.5989287614943,0.85,93.5,10.247233568424155
2024-11-29 16:45:00,762.24,601.8252797877841,0.004828215310576298,160.40989199690537,0.72,93.25,10.002385509266775
2024-11-29 17:00:00,746.88,589.7015535447755,0.0,157.17844645522453,0.6,93.0,9.775560515603429
2024-11-29 17:15:00,762.72,602.2080774952752,0.0,160.51192250472482,0.65,93.5,9.909354620948061
2024-11-29 17:30:00,774.24,611.2340077884483,0.08830751616256587,162.91768469538923,0.7,94.0,10.043630696764955
2024-11-29 17:45:00,774.72,611.3976413893221,0.36105918336439385,162.96129942731355,0.75,94.5,10.178390973137258
2024-11-29 18:00:00,760.32,599.8119448392077,0.6347953933747994,159.87325976741744,0.8,95.0,10.313637689289546
2024-11-29 18:15:00,756.96,597.2549240349671,0.5133618967039034,159.191714068329,0.75,95.25,10.253640213416682
2024-11-29 18:30:00,748.32,590.529173670335,0.39178685614412206,157.39903947352096,0.7,95.5,10.193572803989312
2024-11-29 18:45:00,747.36,589.867303335523,0.2700714302523776,157.2226252342245,0.65,95.75,10.133436033423555
2024-11-29 19:00:00,744.0,587.3106150605063,0.14821677235984876,156.54116816713386,0.6,96.0,10.073230471553613
2024-11-29 19:15:00,741.12,585.1537266536847,0.0,155.96627334631538,0.55,96.0,9.988237188000646
2024-11-29 19:30:00,746.4,589.3225679705179,0.0,157.0774320294821,0.5,96.0,9.90335774595271
2024-11-29 19:45:00,743.52,587.0486545249724,0.0,156.4713454750275,0.45,96.0,9.818591815184497
2024-11-29 20:00:00,742.08,585.9116978021998,0.0,156.16830219780022,0.4,96.0,9.733939066313358
2024-11-29 20:15:00,767.04,605.6189476635933,0.0,161.4210523364067,0.23,96.25,9.471103334030163
2024-11-29 20:30:00,782.4,617.7464860398354,0.0,164.6535139601645,0.05,96.5,9.192155451240305
2024-11-29 20:45:00,771.36,609.0298178319114,0.0,162.33018216808858,-0.12,96.75,8.93075144695779
2024-11-29 21:00:00,780.48,616.2305437428053,0.0,164.2494562571948,-0.3,97.0,8.653349410098691
2024-11-29 21:15:00,781.92,617.3675004655779,0.0,164.55249953442208,-0.52,97.0,8.287475027271359
2024-11-29 21:30:00,776.16,612.8196735744871,0.0,163.3403264255129,-0.75,97.0,7.907207177561656
2024-11-29 21:45:00,769.44,607.5138755348812,0.0,161.92612446511887,-0.98,97.0,7.5291960567285745
2024-11-29 22:00:00,765.6,604.4819909408207,0.0,161.1180090591794,-1.2,97.0,7.169703976871217
2024-11-29 22:15:00,772.8,610.166774554684,0.0,162.63322544531587,-1.27,97.25,7.077336280094451
2024-11-29 22:30:00,769.44,607.5138755348812,0.0,161.92612446511887,-1.35,97.5,6.96867930938682
2024-11-29 22:45:00,769.44,607.5138755348812,0.0,161.92612446511887,-1.42,97.75,6.87628038922819
2024-11-29 23:00:00,762.24,601.8290919210176,0.0,160.41090807898237,-1.5,98.0,6.767623703845183
2024-11-29 23:15:00,768.48,606.7559043863661,0.0,161.724095613634,-1.45,97.75,6.82754344381226
2024-11-29 23:30:00,767.04,605.6189476635933,0.0,161.4210523364067,-1.4,97.5,6.887407203374748
2024-11-29 23:45:00,780.0,615.8515581685476,0.0,164.14844183145237,-1.35,97.25,6.947214489252559
2024-11-30 00:00:00,779.28,615.2830798071612,0.0,163.9969201928387,-1.3,97.0,7.0069648058580825
2024-11-30 00:15:00,778.56,614.7146014457749,0.0,163.84539855422506,-1.2,96.5,7.126292537319445
2024-11-30 00:30:00,766.08,604.8609765150782,0.0,161.21902348492182,-1.1,96.0,7.245386386623926
2024-11-30 00:45:00,768.48,606.7559043863661,0.0,161.724095613634,-1.0,95.5,7.364242305238109
2024-11-30 01:00:00,746.88,589.7015535447755,0.0,157.17844645522453,-0.9,95.0,7.482856206989899
2024-11-30 01:15:00,770.88,608.6508322576539,0.0,162.22916774234616,-1.0,94.75,7.2981562536386075
2024-11-30 01:30:00,763.2,602.5870630695327,0.0,160.61293693046724,-1.1,94.5,7.1141963991824735
2024-11-30 01:45:00,767.04,605.6189476635933,0.0,161.4210523364067,-1.2,94.25,6.930970904813311
2024-11-30 02:00:00,763.2,602.5870630695327,0.0,160.61293693046724,-1.3,94.0,6.748474071348326
2024-11-30 02:15:00,764.64,603.7240197923054,0.0,160.91598020769453,-1.48,94.0,6.460045042917193
2024-11-30 02:30:00,757.92,598.4182217526995,0.0,159.50177824730048,-1.65,94.0,6.188817483417688
2024-11-30 02:45:00,765.12,604.103005366563,0.0,161.01699463343698,-1.82,94.0,5.918722282137917
2024-11-30 03:00:00,756.48,597.2812650299268,0.0,159.1987349700732,-2.0,94.0,5.63396079764798
2024-11-30 03:15:00,768.96,607.1348899606236,0.0,161.82511003937643,-2.02,93.25,5.541186935764045
2024-11-30 03:30:00,763.2,602.5870630695327,0.0,160.61293693046724,-2.05,92.5,5.432941114185873
2024-11-30 03:45:00,767.04,605.6189476635933,0.0,161.4210523364067,-2.08,91.75,5.325009702837474
2024-11-30 04:00:00,762.72,602.2080774952752,0.0,160.51192250472482,-2.1,91.0,5.232953830011299
2024-11-30 04:15:00,759.84,599.9341640497298,0.0,159.90583595027022,-2.18,91.25,5.128714276847609
2024-11-30 04:30:00,764.16,603.3450342180479,0.0,160.8149657819521,-2.25,91.5,5.040005317473462
2024-11-30 04:45:00,761.28,601.0711207725025,0.0,160.2088792274975,-2.33,91.75,4.935739069749502
2024-11-30 05:00:00,759.36,599.5551784754722,0.0,159.8048215245278,-2.4,92.0,4.846980040111946
2024-11-30 05:15:00,759.84,599.9341640497298,0.0,159.90583595027022,-2.52,92.5,4.700367340932998
2024-11-30 05:30:00,749.28,591.5964814160633,0.0,157.6835185839367,-2.65,93.0,4.538087877075851
2024-11-30 05:45:00,754.08,595.386337158639,0.0,158.69366284136103,-2.78,93.5,4.375662794723425
2024-11-30 06:00:00,763.2,602.5870630695327,0.0,160.61293693046724,-2.9,94.0,4.228544557129388
2024-11-30 06:15:00,756.96,597.6602506041844,0.0,159.2997493958156,-2.98,94.25,4.124045915013889
2024-11-30 06:30:00,763.2,602.5870630695327,0.0,160.61293693046724,-3.05,94.5,4.034971477745502
2024-11-30 06:45:00,755.52,596.5232938814116,0.0,158.99670611858832,-3.12,94.75,3.9458746998513305
2024-11-30 07:00:00,765.12,604.103005366563,0.0,161.01699463343698,-3.2,95.0,3.8413568998619687
2024-11-30 07:15:00,756.96,597.6602506041844,0.0,159.2997493958156,-3.12,95.25,3.983431986154586
2024-11-30 07:30:00,762.24,601.8290919210176,0.0,160.41090807898237,-3.05,95.5,4.110486035722671
2024-11-30 07:45:00,755.52,596.5232938814116,0.0,158.99670611858832,-2.98,95.75,4.237920604640092
2024-11-30 08:00:00,761.28,601.0711207725025,0.0,160.2088792274975,-2.9,96.0,4.381300823514331
2024-11-30 08:15:00,771.36,609.0298178319114,0.0,162.33018216808858,-2.17,94.25,5.386336898330236
2024-11-30 08:30:00,758.88,599.1761929012147,0.0,159.70380709878535,-1.45,92.5,6.380257201303671
2024-11-30 08:45:00,767.04,605.6189476635933,0.0,161.4210523364067,-0.72,90.75,7.394415247144223
2024-11-30 09:00:00,758.88,599.1761929012147,0.0,159.70380709878535,0.0,89.0,8.39650647848099
2024-11-30 09:15:00,765.6,604.4819909408207,0.0,161.1180090591794,0.7,85.0,9.144580720073462
2024-11-30 09:30:00,772.32,609.7877889804266,0.0,162.53221101957345,1.4,81.0,9.871527415315573
2024-11-30 09:45:00,766.56,604.3206372336517,1.1643607585664901,161.0750020077817,2.1,77.0,10.575283660889141
2024-11-30 10:00:00,761.76,599.4467057029665,2.5373849938872484,159.77590930314622,2.8,73.0,11.253663108816692
2024-11-30 10:15:00,752.64,591.8657222041364,3.0189960487855285,157.755281747078,3.02,72.0,11.491615967282716
2024-11-30 10:30:00,758.88,596.3894325949609,3.529540536265181,158.96102686877398,3.25,71.0,11.743864164109329
2024-11-30 10:45:00,769.44,604.3270520839282,4.036236100685478,161.07671181538632,3.48,70.0,11.994210697270471
2024-11-30 11:00:00,760.8,597.1341865180661,4.5062806673616045,159.15953281457223,3.7,69.0,12.226448822017485
2024-11-30 11:15:00,767.52,602.5371047646859,4.383274140113426,160.59962109520077,3.72,68.25,12.165674148199283
2024-11-30 11:30:00,759.84,596.5452293703496,4.292217848368505,159.00255278128196,3.75,67.5,12.12068534513579
2024-11-30 11:45:00,767.04,602.3024769155655,4.200439455174222,160.53708362926028,3.78,66.75,12.0753397684845
2024-11-30 12:00:00,765.6,601.2639893640946,4.075724412081949,160.2602862238234,3.8,66.0,12.013720956591182
2024-11-30 12:15:00,767.04,601.9925755016388,4.592941673698466,160.45448282466268,3.65,70.0,12.269266016443709
2024-11-30 12:30:00,770.4,604.2522333829666,5.0909969013622485,161.05676971567118,3.5,74.0,12.515343559496731
2024-11-30 12:45:00,764.64,599.3260909032181,5.57014833848865,159.7437607582933,3.35,78.0,12.752081177835686
2024-11-30 13:00:00,768.0,601.6153975428762,6.0306522582260875,160.3539501988978,3.2,82.0,12.979605490082786
2024-11-30 13:15:00,768.96,602.3666978710767,6.03910111213632,160.55420101678698,3.22,81.75,12.983779872955136
2024-11-30 13:30:00,768.96,602.3328841158994,6.081927550891656,160.54518833320893,3.25,81.5,13.004939423625967
2024-11-30 13:45:00,763.68,598.1303708487413,6.124574388274689,159.42505476298388,3.28,81.25,13.026010237421907
2024-11-30 14:00:00,773.76,606.0827626548908,6.132560237262536,161.5446771078467,3.3,81.0,13.029955860294574
2024-11-30 14:15:00,757.44,592.7061145506069,6.754606389374366,157.97927906001885,3.48,81.0,13.337294445003897
2024-11-30 14:30:00,772.32,603.9886633146044,7.344818665057768,160.98651802033783,3.65,81.0,13.628904649280177
2024-11-30 14:45:00,760.8,594.4248954239794,7.937703427210026,158.43740114881055,3.82,81.0,13.9218352671724
2024-11-30 15:00:00,766.08,598.0957639653698,8.568405354798754,159.4158306798315,4.0,81.0,14.233450469903712
2024-11-30 15:15:00,766.08,597.9437006607749,8.76099945643055,159.37529988279456,4.0,81.75,14.328606751182722
2024-11-30 15:30:00,773.28,603.4764025414769,8.953616898560231,160.8499805599629,4.0,82.5,14.423774564460704
2024-11-30 15:45:00,760.32,593.0916918714441,9.146257685431005,158.0820504431249,4.0,83.25,14.518953911834128
2024-11-30 16:00:00,767.04,598.2453713107036,9.338921821287114,159.4557068680092,4.0,84.0,14.614144795399977
2024-11-30 16:15:00,765.6,596.9730515179169,9.510364424964107,159.11658405711898,4.03,84.25,14.6988506118319
2024-11-30 16:30:00,772.8,602.5504660668676,9.646351530170286,160.60318240296215,4.05,84.5,14.766038688328948
2024-11-30 16:45:00,762.72,594.4558827136391,9.818456817188597,158.44566046917237,4.08,84.75,14.851071921238795
2024-11-30 17:00:00,762.72,594.3481015742949,9.954965830721738,158.41693259498336,4.1,85.0,14.918517860542345
2024-11-30 17:15:00,763.68,595.547532430003,9.395839906555004,158.736627663442,3.82,86.75,14.642266701967856
2024-11-30 17:30:00,760.8,593.6944650724326,8.862821934502149,158.24271299306514,3.55,88.5,14.378914877349693
2024-11-30 17:45:00,768.96,600.5655853486389,8.32028031655263,160.07413433480846,3.28,90.25,14.110857640052398
2024-11-30 18:00:00,768.0,600.2717646688814,7.732415658537355,159.99581967258126,3.0,92.0,13.820407339248089
2024-11-30 18:15:00,759.84,594.2580018011795,7.1890807048304435,158.39291749399013,2.8,92.75,13.551958133142612
2024-11-30 18:30:00,753.12,589.3820404642548,6.644675768861016,157.09328376688418,2.6,93.5,13.28298027360345
2024-11-30 18:45:00,762.24,597.0134063549561,6.099253451105187,159.12734019393875,2.4,94.25,13.013499749306566
2024-11-30 19:00:00,762.72,597.8237944614502,5.552865330978846,159.34334020757086,2.2,95.0,12.743542044445743
2024-11-30 19:15:00,768.0,602.1742663941559,5.322823077287414,160.50291052855664,2.12,95.25,12.629883499283395
2024-11-30 19:30:00,765.6,600.4327613899263,5.1285070368095305,160.0387315732641,2.05,95.5,12.533876447935128
2024-11-30 19:45:00,750.24,588.4587086463187,4.934111501283262,156.8471798523981,1.98,95.75,12.437830119926153
2024-11-30 20:00:00,773.28,606.8317351127753,4.703957429652211,161.74430745757255,1.9,96.0,12.324116328111781
2024-11-30 20:15:00,763.2,599.2515294998514,4.224583261733797,159.7238872384149,1.75,96.25,12.0872686636514
2024-11-30 20:30:00,781.44,614.0306594535374,3.7462391884365527,163.6631013580261,1.6,96.5,11.850929945065714
2024-11-30 20:45:00,773.76,608.3437563188652,3.2689236441447957,162.14732003699,1.45,96.75,11.615099398820304
2024-11-30 21:00:00,771.84,607.2038692800627,2.792635003599731,161.8434957163376,1.3,97.0,11.379776221912474
2024-11-30 21:15:00,771.84,607.3984687540252,2.546167185701953,161.89536406027287,1.23,97.0,11.258002186220859
2024-11-30 21:30:00,772.8,608.3783803665624,2.265070938333428,162.15654869510416,1.15,97.0,11.119119046215818
2024-11-30 21:45:00,770.88,607.0562361076319,2.0196181701901375,161.80414572217794,1.08,97.0,10.99784652307901
2024-11-30 22:00:00,768.0,605.0033511657348,1.7396769561768302,161.25697187808834,1.0,97.0,10.859534058281074
2024-11-30 22:15:00,775.2,610.8680792370349,1.5117702878591222,162.82015047510606,0.92,97.25,10.746930656348948
2024-11-30 22:30:00,775.2,611.0204774343867,1.318752031498881,162.86077053411447,0.85,97.5,10.651564810050532
2024-11-30 22:45:00,775.68,611.5794265572284,1.090821183498559,163.009752259273,0.77,97.75,10.538949461497712
2024-11-30 23:00:00,767.52,605.2891394620599,0.8977149408553424,161.33314559708472,0.7,98.0,10.443540143216403
2024-11-30 23:15:00,775.2,611.7644434396678,0.3764900912271271,163.0590664691051,0.55,98.0,10.186015027023311
2024-11-30 23:30:00,768.0,606.3769188121084,0.0,161.62308118789156,0.4,98.0,9.929536388367543
2024-11-30 23:45:00,773.28,610.5457601289417,0.0,162.7342398710583,0.25,98.0,9.674095137833993
2024-12-01 00:00:00,769.92,607.8928611091387,0.0,162.0271388908613,0.1,98.0,9.419682255559097
2024-12-01 00:15:00,766.56,605.2399620893357,0.0,161.32003791066424,-0.05,98.0,9.166288790743998
2024-12-01 00:30:00,781.44,616.9885148913204,0.0,164.45148510867966,-0.2,98.0,8.913905861171333
2024-12-01 00:45:00,781.44,616.9885148913204,0.0,164.45148510867966,-0.35,98.0,8.662524652725642
2024-12-01 01:00:00,790.08,623.8102552279566,0.0,166.26974477204345,-0.5,98.0,8.412136418917395
2024-12-01 01:15:00,777.12,613.5776447230022,0.0,163.54235527699777,-0.62,98.0,8.21253493885157
2024-12-01 01:30:00,784.8,619.6414139111233,0.0,165.1585860888767,-0.75,98.0,7.997005762904269
2024-12-01 01:45:00,780.48,616.2305437428053,0.0,164.2494562571948,-0.88,98.0,7.782205146957592
2024-12-01 02:00:00,785.28,620.0203994853808,0.0,165.25960051461914,-1.0,98.0,7.584569516512692
2024-12-01 02:15:00,789.6,623.431269653699,0.0,166.16873034630103,-1.08,98.0,7.453152550243539
2024-12-01 02:30:00,784.32,619.2624283368658,0.0,165.05757166313427,-1.15,98.0,7.338384730967727
2024-12-01 02:45:00,778.08,614.3356158715173,0.0,163.74438412848264,-1.23,98.0,7.2074741115090895
2024-12-01 03:00:00,782.88,618.125471614093,0.0,164.75452838590695,-1.3,98.0,7.093147394894633
2024-12-01 03:15:00,786.24,620.778370633896,0.0,165.46162936610398,-1.45,98.0,6.848849179273774
